id,title,brand,processor,ram,storage,price_raw,price,condition,location,slug,link,shop_name,is_member,timestamp
6a869a50988ce7e883f59f8b,Lenovo Ryzen 5 5600U–11th GEN Radeon FirePro 2GB 16GB RAM 512GB SSD,Lenovo,RYZEN 5,16GB,512 SSD,"Rs 97,990",97990,Used,Ratnapura,lenovo-ryzen-5-5600u-11th-gen-radeon-firepro-2gb-16gb-ram-512gb-ssd-for-sale-ratnapura-1,https://ikman.lk/en/ad/lenovo-ryzen-5-5600u-11th-gen-radeon-firepro-2gb-16gb-ram-512gb-ssd-for-sale-ratnapura-1,Lap.lk,True,12 days
6a8699c9807f8d2543cc8784,Dell Latitude 3400 Core i5 8265U 8th GEN 8GB RAM 256GB SSD,Dell,CORE I5,8GB,256 SSD,"Rs 69,990",69990,Used,Kalutara,dell-latitude-3400-core-i5-8265u-8th-gen-8gb-ram-256gb-ssd-for-sale-kalutara-10,https://ikman.lk/en/ad/dell-latitude-3400-core-i5-8265u-8th-gen-8gb-ram-256gb-ssd-for-sale-kalutara-10,Lap.lk,True,12 days
6a8698f4de438aa9ea4bc7e2,Acer Aspire 5 A515-58P Core i3 1305U–13th GEN 8GB RAM 512GB NVMe,Acer,CORE I3,8GB,512 NVME,"Rs 97,990",97990,Used,Ratnapura,acer-aspire-5-a515-58p-core-i3-1305u-13th-gen-8gb-ram-512gb-nvme-for-sale-ratnapura-9,https://ikman.lk/en/ad/acer-aspire-5-a515-58p-core-i3-1305u-13th-gen-8gb-ram-512gb-nvme-for-sale-ratnapura-9,Lap.lk,True,12 days
6a8698f4d2226b3d797e95bb,MSI Thin GF63 Core i7 11th GEN RTX 3050 4GB VGA 16GB RAM 512GB NVMe,Msi,CORE I7,16GB,512 NVME,"Rs 197,990",197990,Used,Kalutara,msi-thin-gf63-core-i7-11th-gen-rtx-3050-4gb-vga-16gb-ram-512gb-nvme-for-sale-kalutara-1,https://ikman.lk/en/ad/msi-thin-gf63-core-i7-11th-gen-rtx-3050-4gb-vga-16gb-ram-512gb-nvme-for-sale-kalutara-1,Lap.lk,True,12 days
6a869868fffdcfae83f59f7e,MSI Modern 14 C11M Core i3 11th Gen Full HD IPS 8GB RAM 256GB NVMe,Msi,CORE I3,8GB,256 NVME,"Rs 89,990",89990,Used,Kalutara,msi-modern-14-c11m-core-i3-11th-gen-full-hd-ips-8gb-ram-256gb-nvme-for-sale-kalutara,https://ikman.lk/en/ad/msi-modern-14-c11m-core-i3-11th-gen-full-hd-ips-8gb-ram-256gb-nvme-for-sale-kalutara,Lap.lk,True,12 days
6a869820c17fdbcd88176634,Asus Vivobook A16 I9 13900H Laptop,Asus,I9,Unknown,Unknown,"Rs 350,000",350000,Used,Gampaha,asus-vivobook-a16-i9-13900h-for-sale-gampaha,https://ikman.lk/en/ad/asus-vivobook-a16-i9-13900h-for-sale-gampaha,,False,12 days
6a8696db807f8d2543cc8753,i5 6th Gen HP Probook 450,Hp,I5,Unknown,Unknown,"Rs 73,000",73000,Used,Kandy,i5-6th-gen-hp-probook-450-for-sale-kandy,https://ikman.lk/en/ad/i5-6th-gen-hp-probook-450-for-sale-kandy,,False,12 days
6a869529baa4a7ea764bc7ec,Dell Inspairon N4030 Laptop,Dell,Unknown,Unknown,Unknown,"Rs 12,000",12000,Used,Kandy,all-most-good-for-sale-kandy,https://ikman.lk/en/ad/all-most-good-for-sale-kandy,,False,12 days
6a86946a485a63da2b5887f3,MSI Rtx 3060 Laptop,Msi,Unknown,Unknown,Unknown,"Rs 220,000",220000,Used,Colombo,msi-rtx-3060-laptop-for-sale-colombo,https://ikman.lk/en/ad/msi-rtx-3060-laptop-for-sale-colombo,,False,12 days
6a869475baa4a7ea764bc7dd,Lenovo ThinkPad Core i7 6Gen 20GB RAM 256GB NVMe Professional Laptop,Lenovo,CORE I7,20GB,256 NVME,"Rs 64,990",64990,Used,Gampaha,lenovo-thinkpad-core-i7-6gen-20gb-ram-256gb-nvme-professional-laptop-for-sale-gampaha-9,https://ikman.lk/en/ad/lenovo-thinkpad-core-i7-6gen-20gb-ram-256gb-nvme-professional-laptop-for-sale-gampaha-9,THE SMART HUB,True,12 days
6a8693516433ba3779cc86cc,MSI I7 13nd,Msi,I7,Unknown,Unknown,"Rs 300,000",300000,Used,Kegalle,msi-i7-13nd-for-sale-kegalle,https://ikman.lk/en/ad/msi-i7-13nd-for-sale-kegalle,,False,12 days
6a868f2218200c2f519db3d3,Dell Latitude 5410 Core i7 10610U–10th GEN 8GB RAM 256GB NVMe,Dell,CORE I7,8GB,256 NVME,"Rs 97,990",97990,Used,Ratnapura,dell-latitude-5410-core-i7-10610u-10th-gen-8gb-ram-256gb-nvme-for-sale-ratnapura-7,https://ikman.lk/en/ad/dell-latitude-5410-core-i7-10610u-10th-gen-8gb-ram-256gb-nvme-for-sale-ratnapura-7,Lap.lk,True,12 days
6a868eb9807f8d2543cc86c0,Asus Core i7 7500U–7th GEN NVIDIA 940MX 2GB VGA 8GB RAM 512GB SSD,Asus,CORE I7,8GB,512 SSD,"Rs 97,990",97990,Used,Ratnapura,asus-core-i7-7500u-7th-gen-nvidia-940mx-2gb-vga-8gb-ram-512gb-ssd-for-sale-ratnapura-1,https://ikman.lk/en/ad/asus-core-i7-7500u-7th-gen-nvidia-940mx-2gb-vga-8gb-ram-512gb-ssd-for-sale-ratnapura-1,Lap.lk,True,12 days
6a868e4018200c2f519db3bc,Acer Core i3 1215U–12th GEN 15.6″ 8GB RAM 128GB NVMe+1TB HDD,Acer,CORE I3,8GB,128 NVME,"Rs 97,990",97990,Used,Ratnapura,acer-core-i3-1215u-12th-gen-156-8gb-ram-128gb-nvme1tb-hdd-for-sale-ratnapura-1,https://ikman.lk/en/ad/acer-core-i3-1215u-12th-gen-156-8gb-ram-128gb-nvme1tb-hdd-for-sale-ratnapura-1,Lap.lk,True,12 days
6a868dce70d9cc9a887e94f7,Dell Core i5 8250U–8th GEN Radeon 530 2GB 8GB RAM 128GB SSD+1TB HDD,Dell,CORE I5,8GB,128 SSD,"Rs 97,990",97990,Used,Ratnapura,dell-core-i5-8250u-8th-gen-radeon-530-2gb-8gb-ram-128gb-ssd1tb-hdd-for-sale-ratnapura-1,https://ikman.lk/en/ad/dell-core-i5-8250u-8th-gen-radeon-530-2gb-8gb-ram-128gb-ssd1tb-hdd-for-sale-ratnapura-1,Lap.lk,True,12 days
6a868d5787273c00b54bc71f,Dell Intel(R) Core(TM) i3-8130U Laptop,Dell,I3,Unknown,Unknown,"Rs 55,000",55000,Used,Ratnapura,intelr-coretm-i3-8130u-dell-laptop-for-sale-ratnapura,https://ikman.lk/en/ad/intelr-coretm-i3-8130u-dell-laptop-for-sale-ratnapura,,False,12 days
6a868d33c17fdbcd88176541,Dell Latitude 5420 Core i5 1145G7–11th GEN 8GB RAM 256GB SSD,Dell,CORE I5,8GB,256 SSD,"Rs 97,990",97990,Used,Ratnapura,dell-latitude-5420-core-i5-1145g7-11th-gen-8gb-ram-256gb-ssd-for-sale-ratnapura-27,https://ikman.lk/en/ad/dell-latitude-5420-core-i5-1145g7-11th-gen-8gb-ram-256gb-ssd-for-sale-ratnapura-27,Lap.lk,True,12 days
6a868ca7a806cccf3e17653f,HP ProBook 440 G6 Core i5 8265U–8th GEN 14-inch 16GB RAM 256GB SSD,Hp,CORE I5,16GB,256 SSD,"Rs 97,990",97990,Used,Ratnapura,hp-probook-440-g6-core-i5-8265u-8th-gen-14-inch-16gb-ram-256gb-ssd-for-sale-ratnapura-6,https://ikman.lk/en/ad/hp-probook-440-g6-core-i5-8265u-8th-gen-14-inch-16gb-ram-256gb-ssd-for-sale-ratnapura-6,Lap.lk,True,12 days
6a868c55d337667b7277f44a,i7 16GB RAM 512GB SSD Lenovo Thinkpad,Lenovo,I7,16GB,512 SSD,"Rs 72,000",72000,Used,Ratnapura,i7-16gb-ram-512gb-ssd-lenovo-thinkpad-for-sale-ratnapura,https://ikman.lk/en/ad/i7-16gb-ram-512gb-ssd-lenovo-thinkpad-for-sale-ratnapura,,False,12 days
6a868bef87273c00b54bc6e5,Latitude 5330 i3 12th Gen 256GB 8GB,Other,I3,Unknown,Unknown,"Rs 89,500",89500,Used,Colombo,latitude-5330-i3-12th-gen-256gb-8gb-for-sale-colombo,https://ikman.lk/en/ad/latitude-5330-i3-12th-gen-256gb-8gb-for-sale-colombo,OneStore,True,12 days
6a868bb295c8025186cc8643,"MacBook Air M3, 16GB RAM / 512GB SSD, Midnight",Apple,M3,16GB,512 SSD,"Rs 345,000",345000,Used,Gampaha,macbook-air-m3-16gb-ram-512gb-ssd-midnight-for-sale-gampaha-1,https://ikman.lk/en/ad/macbook-air-m3-16gb-ram-512gb-ssd-midnight-for-sale-gampaha-1,,False,12 days
6a868a90d337667b7277f41a,Latitude 7420 16GB i5 11th Gen 14 inches screen Xe Graphics,Other,I5,16GB,Unknown,"Rs 105,000",105000,Used,Colombo,latitude-7420-16gb-i5-11th-gen-14-inches-screen-xe-graphics-for-sale-colombo,https://ikman.lk/en/ad/latitude-7420-16gb-i5-11th-gen-14-inches-screen-xe-graphics-for-sale-colombo,OneStore,True,12 days
6a86896c72b2d5f29877f44e,Dell i5 11thGen Latitude 5320 Touch 16GB 2 in1 360 Rotatable laptop,Dell,I5,Unknown,Unknown,"Rs 109,500",109500,Used,Colombo,dell-i5-11thgen-latitude-5320-touch-16gb-2-in1-360-rotatable-laptop-for-sale-colombo,https://ikman.lk/en/ad/dell-i5-11thgen-latitude-5320-touch-16gb-2-in1-360-rotatable-laptop-for-sale-colombo,OneStore,True,12 days
6a86894c6433ba3779cc861f,Dell Latitude E5480 i7 7th GEN 256GB NVME 8GB Ram 2GB VGA Laptop,Dell,I7,8GB,256 NVME,"Rs 84,500",84500,Used,Colombo,dell-latitude-e5480-i7-7th-gen-256gb-nvme-8gb-ram-2gb-vga-laptop-for-sale-colombo-11,https://ikman.lk/en/ad/dell-latitude-e5480-i7-7th-gen-256gb-nvme-8gb-ram-2gb-vga-laptop-for-sale-colombo-11,COMPUTER HUB,True,12 days
6a868929bbd657a2c09db34a,Asus Core i3 1115G4–11th GEN 15.6-inch 12GB RAM 512GB SSD,Asus,CORE I3,12GB,512 SSD,"Rs 97,990",97990,Used,Ratnapura,asus-core-i3-1115g4-11th-gen-156-inch-12gb-ram-512gb-ssd-for-sale-ratnapura-7,https://ikman.lk/en/ad/asus-core-i3-1115g4-11th-gen-156-inch-12gb-ram-512gb-ssd-for-sale-ratnapura-7,Lap.lk,True,12 days
6a868892d2226b3d797e947c,Lenovo ThinkPad A285 Ryzen 5 PRO 16GB Ram 256GB NVMe Laptop#1,Lenovo,RYZEN 5,16GB,256 NVME,"Rs 59,000",59000,Used,Colombo,lenovo-thinkpad-a285-ryzen-5-pro-16gb-ram-256gb-nvme-laptop1-for-sale-colombo,https://ikman.lk/en/ad/lenovo-thinkpad-a285-ryzen-5-pro-16gb-ram-256gb-nvme-laptop1-for-sale-colombo,COMPUTER HUB,True,12 days
6a868895d337667b7277f3f7,HP Core i5–8th GEN FHD-IPS 16GB RAM 256GB SSD Fingerprint/Backlit KB,Hp,CORE I5,16GB,256 SSD,"Rs 97,990",97990,Used,Ratnapura,hp-core-i5-8th-gen-fhd-ips-16gb-ram-256gb-ssd-fingerprint-backlit-kb-for-sale-ratnapura-1,https://ikman.lk/en/ad/hp-core-i5-8th-gen-fhd-ips-16gb-ram-256gb-ssd-fingerprint-backlit-kb-for-sale-ratnapura-1,Lap.lk,True,12 days
6a868630d2226b3d797e945a,HP ProBook 460 G11 | Core Ultra7 (16-Core) 32GB RAM,Hp,Unknown,32GB,Unknown,"Rs 330,000",330000,Used,Colombo,hp-probook-460-g11-core-ultra7-16-core-32gb-ram-warranty-june-28-for-sale-colombo-2,https://ikman.lk/en/ad/hp-probook-460-g11-core-ultra7-16-core-32gb-ram-warranty-june-28-for-sale-colombo-2,,False,12 days
6a86875cf190aa14a8f59e67,core i5 10th Gen Latitude 7410 UHD Graphics,Other,CORE I5,Unknown,Unknown,"Rs 89,500",89500,Used,Colombo,core-i5-10th-gen-latitude-7410-uhd-graphics-for-sale-colombo,https://ikman.lk/en/ad/core-i5-10th-gen-latitude-7410-uhd-graphics-for-sale-colombo,OneStore,True,12 days
6a85c5b67f3449fda140c954,Laptop,Other,Unknown,Unknown,Unknown,"Rs 115,000",115000,Used,Colombo,laptop-for-sale-colombo-5802,https://ikman.lk/en/ad/laptop-for-sale-colombo-5802,,False,12 days
6a8685b22d5460d80d77f411,HP ProBook 460 G11 (Intel Core U7/32GB/512GB),Hp,Unknown,Unknown,Unknown,"Rs 320,000",320000,Used,Colombo,probook-460-g11-intel-core-u7-32gb-512gb-with-original-20-mon-warranty-for-sale-colombo,https://ikman.lk/en/ad/probook-460-g11-intel-core-u7-32gb-512gb-with-original-20-mon-warranty-for-sale-colombo,,False,12 days
6a8685f4baa4a7ea764bc69e,"Lenovo ThinkPad T580 CORE I5 8TH GEN 8GB DDR4 RAM 256GB NVME 15.6"" used",Lenovo,CORE I5,256GB,256 NVME,"Rs 85,000",85000,Used,Colombo,lenovo-thinkpad-t580-core-i5-8th-gen-8gb-ddr4-ram-256gb-nvme-156-used-for-sale-colombo-36,https://ikman.lk/en/ad/lenovo-thinkpad-t580-core-i5-8th-gen-8gb-ddr4-ram-256gb-nvme-156-used-for-sale-colombo-36,Myitem.lk (PVT) Ltd,True,12 days
6a8685ae485a63da2b58868e,Dell Latitude i7 6TH GEN 8GB RAM 256GB SSD LAPTOP,Dell,I7,8GB,256 SSD,"Rs 63,500",63500,Used,Colombo,dell-latitude-i7-6th-gen-8gb-ram-256gb-ssd-laptop-for-sale-colombo-19,https://ikman.lk/en/ad/dell-latitude-i7-6th-gen-8gb-ram-256gb-ssd-laptop-for-sale-colombo-19,Ravi Computers,True,12 days
6a8685879f2cdd6682588674,i7 10th Gen Thinkpad T14 16GB DDR4 FHD IPS,Other,I7,16GB,Unknown,"Rs 119,500",119500,Used,Colombo,i7-10th-gen-thinkpad-t14-16gb-ddr4-fhd-ips-for-sale-colombo,https://ikman.lk/en/ad/i7-10th-gen-thinkpad-t14-16gb-ddr4-fhd-ips-for-sale-colombo,OneStore,True,12 days
6a86853e72b2d5f29877f40d,Dell E7470 SLIM i5 6TH GEN 8GB RAM 256GB SSD,Dell,I5,8GB,256 SSD,"Rs 58,700",58700,Used,Colombo,dell-e7470-slim-i5-6th-gen-8gb-ram-256gb-ssd-for-sale-colombo-1,https://ikman.lk/en/ad/dell-e7470-slim-i5-6th-gen-8gb-ram-256gb-ssd-for-sale-colombo-1,Ravi Computers,True,12 days
6a8684f3b78e19b700ca194b,Dell i5 11TH GEN 5420 8GB RAM 256GB SSD LATITUDE,Dell,I5,8GB,256 SSD,"Rs 81,500",81500,Used,Colombo,dell-i5-11th-gen-5420-8gb-ram-256gb-ssd-latitude-for-sale-colombo-1,https://ikman.lk/en/ad/dell-i5-11th-gen-5420-8gb-ram-256gb-ssd-latitude-for-sale-colombo-1,Ravi Computers,True,12 days
6a86829fa806cccf3e17646a,Lenovo ThinkPad E580 i5 8th Gen with 2GB DEDICATED VGA Screen 15.6 inch,Lenovo,I5,Unknown,Unknown,"Rs 85,000",85000,Used,Colombo,lenovo-thinkpad-e580-i5-8th-gen-with-2gb-dedicated-vga-screen-156-inch-for-sale-colombo,https://ikman.lk/en/ad/lenovo-thinkpad-e580-i5-8th-gen-with-2gb-dedicated-vga-screen-156-inch-for-sale-colombo,OneStore,True,12 days
6a868159bbd657a2c09db2a3,HP ProBook 450 G7 i5 10th GEN 8GB RAM 256GB NVMe Laptop#1,Hp,I5,8GB,256 NVME,"Rs 109,500",109500,Used,Colombo,hp-probook-450-g7-i5-10th-gen-8gb-ram-256gb-nvme-laptop1-for-sale-colombo,https://ikman.lk/en/ad/hp-probook-450-g7-i5-10th-gen-8gb-ram-256gb-nvme-laptop1-for-sale-colombo,COMPUTER HUB,True,12 days
6a8680b3988ce7e883f59db0,Lenovo thinkpad E14 i5 11th GEN 8GB RAM 256GB Nvme,Lenovo,I5,8GB,256 NVME,"Rs 107,500",107500,Used,Colombo,lenovo-thinkpad-e14-i5-11th-gen-8gb-ram-256gb-nvme-for-sale-colombo-2,https://ikman.lk/en/ad/lenovo-thinkpad-e14-i5-11th-gen-8gb-ram-256gb-nvme-for-sale-colombo-2,COMPUTER HUB,True,12 days
6a867fa6a806cccf3e17642e,Lenovo 13th i5 H Processor 16GB / 512GB,Lenovo,I5,Unknown,Unknown,"Rs 142,000",142000,Used,Trincomalee,lenovo-13th-i5-h-processor-16gb-512gb-for-sale-trincomalee,https://ikman.lk/en/ad/lenovo-13th-i5-h-processor-16gb-512gb-for-sale-trincomalee,,False,12 days
6a867f2b988ce7e883f59da2,Lenovo IdeaPad Slim 3 15ABR8 Ryzen 7 16GB 512GB SSD,Lenovo,RYZEN 7,512GB,512 SSD,"Rs 145,000",145000,Used,Colombo,lenovo-ideapad-slim-3-15abr8-ryzen-7-16gb-512gb-ssd-for-sale-colombo,https://ikman.lk/en/ad/lenovo-ideapad-slim-3-15abr8-ryzen-7-16gb-512gb-ssd-for-sale-colombo,,False,12 days
6a867e0bde438aa9ea4bc5f2,ZBook Firefly 14 G8 16GB DDR4 i5 11th Gen Xe inch Full HD IPS,Other,I5,16GB,Unknown,"Rs 125,000",125000,Used,Colombo,zbook-firefly-14-g8-16gb-ddr4-i5-11th-gen-xe-inch-full-hd-ips-for-sale-colombo,https://ikman.lk/en/ad/zbook-firefly-14-g8-16gb-ddr4-i5-11th-gen-xe-inch-full-hd-ips-for-sale-colombo,OneStore,True,12 days
6a867cefbaa4a7ea764bc60e,Acer Laptop,Acer,Unknown,Unknown,Unknown,"Rs 38,000",38000,Used,Badulla,best-condition-for-sale-badulla,https://ikman.lk/en/ad/best-condition-for-sale-badulla,,False,12 days
6a867a0bbbd657a2c09db24c,Dell Inspiron 5559 i5 6th Gen Radeon 2GB Graphics 8GB 256GB SSD,Dell,I5,256GB,256 SSD,"Rs 52,000",52000,Used,Jaffna,dell-inspiron-5559-i5-6th-gen-radeon-2gb-graphics-8gb-256gb-ssd-for-sale-jaffna,https://ikman.lk/en/ad/dell-inspiron-5559-i5-6th-gen-radeon-2gb-graphics-8gb-256gb-ssd-for-sale-jaffna,,False,12 days
6a8678f8bbd657a2c09db246,Dell i5 8th Gen Latitude 7300 Backlit 13.3 inch screen,Dell,I5,Unknown,Unknown,"Rs 75,000",75000,Used,Colombo,dell-i5-8th-gen-latitude-7300-backlit-133-inch-screen-for-sale-colombo,https://ikman.lk/en/ad/dell-i5-8th-gen-latitude-7300-backlit-133-inch-screen-for-sale-colombo,OneStore,True,12 days
6a8678a9c17fdbcd881763e0,HP 15 Core 5 8GB RAM 512GB SSD Excellent Condition,Hp,Unknown,8GB,512 SSD,"Rs 155,000",155000,Used,Gampaha,hp-15-core-5-8gb-ram-512gb-ssd-warranty-excellent-condition-for-sale-gampaha-1,https://ikman.lk/en/ad/hp-15-core-5-8gb-ram-512gb-ssd-warranty-excellent-condition-for-sale-gampaha-1,,False,12 days
6a8674b695c8025186cc84f2,HP SSD,Hp,Unknown,Unknown,Unknown,"Rs 35,000",35000,Used,Hambantota,hp-ssd-for-sale-hambantota,https://ikman.lk/en/ad/hp-ssd-for-sale-hambantota,,False,12 days
6a8675d31884d90477ca18be,HP 15 Core i7 11th Gen 16GB RAM 1TB NVMe SSD,Hp,CORE I7,16GB,1 NVME,"Rs 130,000",130000,Used,Colombo,hp-15-core-i7-11th-gen-16gb-ram-1tb-nvme-ssd-for-sale-colombo,https://ikman.lk/en/ad/hp-15-core-i7-11th-gen-16gb-ram-1tb-nvme-ssd-for-sale-colombo,,False,12 days
6a86738b9397a19e133fd597,Dell 17 10TH Gen Laptop,Dell,Unknown,Unknown,Unknown,"Rs 97,500",97500,Used,Polonnaruwa,dell-17-10th-gen-laptop-for-sale-polonnaruwa-1,https://ikman.lk/en/ad/dell-17-10th-gen-laptop-for-sale-polonnaruwa-1,,False,12 days
6a8671ea1884d90477ca18a7,Dell i5 12TH Gen Laptop,Dell,I5,Unknown,Unknown,"Rs 112,500",112500,Used,Trincomalee,dell-i5-12th-gen-laptop-for-sale-trincomalee,https://ikman.lk/en/ad/dell-i5-12th-gen-laptop-for-sale-trincomalee,,False,12 days
6a8670459397a19e133fd577,Dell Latitude 5400 Core i5 8th Gen Laptop,Dell,CORE I5,Unknown,Unknown,"Rs 59,990",59990,Used,Colombo,dell-latitude-5400-core-i5-8th-gen-laptop-for-sale-colombo,https://ikman.lk/en/ad/dell-latitude-5400-core-i5-8th-gen-laptop-for-sale-colombo,PC SOLUTION,True,12 days
6a866f5b5199e77504b38b09,Dell i5 Laptop,Dell,I5,Unknown,Unknown,"Rs 65,000",65000,Used,Kalutara,dell-i5-laptop-for-sale-kalutara-18,https://ikman.lk/en/ad/dell-i5-laptop-for-sale-kalutara-18,,False,12 days
6a866e85de438aa9ea4bc548,2020 Macbook Air M1 Chip 16gb Ram,Apple,M1,16GB,Unknown,"Rs 200,000",200000,Used,Colombo,2020-macbook-air-m1-chip-16gb-ram-for-sale-colombo,https://ikman.lk/en/ad/2020-macbook-air-m1-chip-16gb-ram-for-sale-colombo,,False,12 days
6a866e3cbaa4a7ea764bc54a,HP Elitebook Core i5 Laptop (6th & 7th Gen),Hp,CORE I5,Unknown,Unknown,"Rs 44,990",44990,Used,Colombo,hp-elitebook-core-i5-laptop-6th-and-7th-gen-for-sale-colombo-2,https://ikman.lk/en/ad/hp-elitebook-core-i5-laptop-6th-and-7th-gen-for-sale-colombo-2,PC SOLUTION,True,12 days
6a866dc9073341d0e974e4d2,HP Probook i5 11Gen 16/512GB 15.6”FHD Display,Hp,I5,Unknown,Unknown,"Rs 118,000",118000,Used,Batticaloa,hp-probook-i5-11gen-16-512gb-156fhd-display-for-sale-batticaloa,https://ikman.lk/en/ad/hp-probook-i5-11gen-16-512gb-156fhd-display-for-sale-batticaloa,Mufeeth,True,12 days
6a8668beb78e19b700ca1838,විකිණීමට,Other,Unknown,Unknown,Unknown,"Rs 49,000",49000,Used,Anuradhapura,hdisi-vikinniimtt-for-sale-anuradhapura,https://ikman.lk/en/ad/hdisi-vikinniimtt-for-sale-anuradhapura,,False,12 days
6a8666ba723bc0badc679e3d,HP Eltebook 840 G10 i7 13th GEN 16GB DDR5 512GB SSD,Hp,I7,16GB,512 SSD,"Rs 219,000",219000,Used,Colombo,hp-eltebook-840-g10-i7-13th-gen-16gb-ddr5-512gb-ssd-for-sale-colombo-1,https://ikman.lk/en/ad/hp-eltebook-840-g10-i7-13th-gen-16gb-ddr5-512gb-ssd-for-sale-colombo-1,Acepro Trading (pvt) ltd,True,12 days
6a8663521884d90477ca182a,லேப்டாப் விற்பனைக்கு,Other,Unknown,Unknown,Unknown,"Rs 98,000",98000,Used,Batticaloa,leepttaap-virrpnnnaikku-for-sale-batticaloa,https://ikman.lk/en/ad/leepttaap-virrpnnnaikku-for-sale-batticaloa,,False,12 days
6a86161dbf9e418ee9e1f0c7,Dell Inspiron 15 3543,Dell,Unknown,Unknown,Unknown,"Rs 52,000",52000,Used,Monaragala,dell-inspiron-15-3543-for-sale-monaragala,https://ikman.lk/en/ad/dell-inspiron-15-3543-for-sale-monaragala,,False,12 days
6a8610b17212fdf29b8e8eb0,HP Notebook Laptop,Hp,Unknown,Unknown,Unknown,"Rs 25,000",25000,Used,Kalutara,hp-notebook-laptop-mil-addu-klgt-haek-for-sale-kalutara,https://ikman.lk/en/ad/hp-notebook-laptop-mil-addu-klgt-haek-for-sale-kalutara,,False,12 days
6a85b21fa0d5362f28abd74a,Acer Lite 16 Laptop,Acer,Unknown,Unknown,Unknown,"Rs 129,000",129000,Used,Kandy,acer-lite-16-laptop-for-sale-for-sale-kandy,https://ikman.lk/en/ad/acer-lite-16-laptop-for-sale-for-sale-kandy,,False,12 days
6a85fc5912d8f9329f0dda17,E 575 Laptop,Other,Unknown,Unknown,Unknown,"Rs 40,000",40000,Used,Kurunegala,laptop-for-sale-for-sale-kurunegala-106,https://ikman.lk/en/ad/laptop-for-sale-for-sale-kurunegala-106,,False,12 days
6a85f6c60fb9a9e9df93b020,Dell i3 10th Gen Laptop,Dell,I3,Unknown,Unknown,"Rs 42,500",42500,Used,Hambantota,dell-i3-10th-gen-laptop-for-sale-hambantota,https://ikman.lk/en/ad/dell-i3-10th-gen-laptop-for-sale-hambantota,,False,12 days
6a85e38f4c5dc06c882dd15a,HP Laptop,Hp,Unknown,Unknown,Unknown,"Rs 155,000",155000,Used,Hambantota,hp-laptop-for-sale-hambantota-149,https://ikman.lk/en/ad/hp-laptop-for-sale-hambantota-149,,False,12 days
6a85e2edd33f296ba10b9bf5,Apple MacBook Pro 15” Touch Bar 512GB,Apple,Unknown,Unknown,Unknown,"Rs 135,000",135000,Used,Kegalle,apple-macbook-pro-15-touch-bar-512gb-for-sale-kegalle-1,https://ikman.lk/en/ad/apple-macbook-pro-15-touch-bar-512gb-for-sale-kegalle-1,,False,12 days
6a85e21ec728f1e4b10f385e,Msi Cyborg 15 Core I7 Gamming Laptop,Msi,CORE I7,Unknown,Unknown,"Rs 385,000",385000,Used,Kurunegala,msi-cyborg-15-core-i7-gamming-laptop-for-sale-kurunegala,https://ikman.lk/en/ad/msi-cyborg-15-core-i7-gamming-laptop-for-sale-kurunegala,,False,12 days
6a85e217d9795d2f09d897f4,Dell Inspiron 15 3000 i3 11th Gen Laptop,Dell,I3,Unknown,Unknown,"Rs 80,000",80000,Used,Gampaha,dell-inspiron-15-3000-i3-11th-gen-laptop-156-fhd-black-for-sale-gampaha,https://ikman.lk/en/ad/dell-inspiron-15-3000-i3-11th-gen-laptop-156-fhd-black-for-sale-gampaha,,False,12 days
6a85da7ad9795d2f09d897ce,AMD Ryzen 5 Laptop (8GB RAM),Other,RYZEN 5,8GB,Unknown,"Rs 85,000",85000,Used,Polonnaruwa,urgent-sale-amd-ryzen-5-laptop-8gb-ram-for-sale-polonnaruwa,https://ikman.lk/en/ad/urgent-sale-amd-ryzen-5-laptop-8gb-ram-for-sale-polonnaruwa,,False,12 days
6a85d24d9b42c29d07785aa7,Dell Inspiron 3501 | i3 11th Gen 8GB RAM 128GB SSD 1TB HDD,Dell,I3,8GB,128 SSD,"Rs 58,000",58000,Used,Colombo,dell-inspiron-3501-i3-11th-gen-8gb-ram-128gb-ssd-1tb-hdd-for-sale-colombo,https://ikman.lk/en/ad/dell-inspiron-3501-i3-11th-gen-8gb-ram-128gb-ssd-1tb-hdd-for-sale-colombo,,False,12 days
6a85cb437f3449fda140c96f,HP Elitebook 840 G5 Laptop,Hp,Unknown,Unknown,Unknown,"Rs 114,840",114840,Used,Ampara,hp-elitebook-840-g5-for-sale-ampara,https://ikman.lk/en/ad/hp-elitebook-840-g5-for-sale-ampara,,False,12 days
6a85ca784c5dc06c882dd0de,HP ProBook 450 G7 Laptop,Hp,Unknown,Unknown,Unknown,"Rs 128,700",128700,Used,Ampara,hp-probook-450-g7-for-sale-ampara,https://ikman.lk/en/ad/hp-probook-450-g7-for-sale-ampara,,False,13 days
6a85c492bcc2e00b3cd896c1,Lenovo ThinkPad X260 i7-6th Laptop,Lenovo,I7,Unknown,Unknown,"Rs 38,500",38500,Used,Colombo,lenovo-thinkpad-x260-i7-6th-for-sale-colombo,https://ikman.lk/en/ad/lenovo-thinkpad-x260-i7-6th-for-sale-colombo,,False,13 days
6a85bf1cdc3c91a5b140c92c,Fujitsu Lifebook AH77/Y,Fujitsu,Unknown,Unknown,Unknown,"Rs 65,000",65000,Used,Gampaha,fujitsu-lifebook-ah77-y-for-sale-gampaha-1,https://ikman.lk/en/ad/fujitsu-lifebook-ah77-y-for-sale-gampaha-1,,False,13 days
