id,title,brand,size,refresh_rate,resolution,panel_type,is_curved,is_gaming,is_frameless,price_raw,price,condition,location,slug,link,shop_name,is_member,timestamp
6a895401d0db01ba48d81fbc,"24"" Inch HP Wide Monitor",HP,24 Inch,60Hz,1080p FHD,Standard,False,False,False,"Rs 14,499",14499,Used,Colombo,24-inch-hp-wide-monitor-for-sale-colombo-1,https://ikman.lk/en/ad/24-inch-hp-wide-monitor-for-sale-colombo-1,Smart Choice,True,10 days
6a8952abdee491dc6a3315c7,"DELL SE2225HM Monitor 22"" inches VA 100hz Brand New",Dell,22 Inch,100Hz,1080p FHD,VA,False,False,False,"Rs 29,990",29990,Brand New,Colombo,dell-se2225hm-monitor-22-inches-va-100hz-brand-new-for-sale-colombo,https://ikman.lk/en/ad/dell-se2225hm-monitor-22-inches-va-100hz-brand-new-for-sale-colombo,Computer Store.lk Pvt Ltd,True,10 days
6a8952a53fb62cf0c304c48f,"24"" Inch HP Wide Monitor",HP,24 Inch,60Hz,1080p FHD,Standard,False,False,False,"Rs 14,499",14499,Used,Kalutara,24-inch-hp-wide-monitor-for-sale-kalutara-2,https://ikman.lk/en/ad/24-inch-hp-wide-monitor-for-sale-kalutara-2,Smart Choice,True,10 days
6a89517112bec4d1ea91c467,"24"" Inch HP Wide Monitor",HP,24 Inch,60Hz,1080p FHD,Standard,False,False,False,"Rs 14,499",14499,Used,Kalutara,24-inch-hp-wide-monitor-for-sale-kalutara-3,https://ikman.lk/en/ad/24-inch-hp-wide-monitor-for-sale-kalutara-3,Smart Choice,True,10 days
6a89507b065bf0e9cc92ac91,USED LCD & LED MONITORS,Other,Unknown,60Hz,Unknown,Standard,False,False,False,"Rs 7,500",7500,Used,Gampaha,used-lcd-and-led-monitors-for-sale-gampaha,https://ikman.lk/en/ad/used-lcd-and-led-monitors-for-sale-gampaha,Comzonex,True,10 days
6a894e284f9d33cddd92ac74,"24"" Inch HP Wide Monitor",HP,24 Inch,60Hz,1080p FHD,Standard,False,False,False,"Rs 14,499",14499,Used,Kalutara,24-inch-hp-wide-monitor-for-sale-kalutara-4,https://ikman.lk/en/ad/24-inch-hp-wide-monitor-for-sale-kalutara-4,Smart Choice,True,10 days
6a894c2f5525cf07fdf6ff30,"24"" Inch HP Wide Monitor",HP,24 Inch,60Hz,1080p FHD,Standard,False,False,False,"Rs 14,499",14499,Used,Kalutara,24-inch-hp-wide-monitor-for-sale-kalutara-5,https://ikman.lk/en/ad/24-inch-hp-wide-monitor-for-sale-kalutara-5,Smart Choice,True,10 days
6a894ba3a331a390acd81ee2,"24"" Inch HP Wide Monitor",HP,24 Inch,60Hz,1080p FHD,Standard,False,False,False,"Rs 14,499",14499,Used,Kalutara,24-inch-hp-wide-monitor-for-sale-kalutara-6,https://ikman.lk/en/ad/24-inch-hp-wide-monitor-for-sale-kalutara-6,Smart Choice,True,10 days
6a894b257dc103f4c8867f0a,"24"" Inch HP Wide Monitor",HP,24 Inch,60Hz,1080p FHD,Standard,False,False,False,"Rs 14,499",14499,Used,Kalutara,24-inch-hp-wide-monitor-for-sale-kalutara-7,https://ikman.lk/en/ad/24-inch-hp-wide-monitor-for-sale-kalutara-7,Smart Choice,True,10 days
6a8949e600b5ac74ac92acca,"24"" Inch HP Wide Monitor",HP,24 Inch,60Hz,1080p FHD,Standard,False,False,False,"Rs 14,499",14499,Used,Kalutara,24-inch-hp-wide-monitor-for-sale-kalutara-8,https://ikman.lk/en/ad/24-inch-hp-wide-monitor-for-sale-kalutara-8,Smart Choice,True,10 days
6a89497b4f9d33cddd92ac21,"24"" Inch HP Wide Monitor",HP,24 Inch,60Hz,1080p FHD,Standard,False,False,False,"Rs 14,499",14499,Used,Kalutara,24-inch-hp-wide-monitor-for-sale-kalutara-1,https://ikman.lk/en/ad/24-inch-hp-wide-monitor-for-sale-kalutara-1,Smart Choice,True,10 days
6a894159dee491dc6a3314f7,"Acer EK271 27"" Inch 144Hz IPS HDMI Frameless Gaming Monitor",Acer,27 Inch,144Hz,HD,IPS,False,True,True,"Rs 37,000",37000,Brand New,Colombo,acer-ek271-27-inch-144hz-ips-hdmi-frameless-gaming-monitor-for-sale-colombo-102,https://ikman.lk/en/ad/acer-ek271-27-inch-144hz-ips-hdmi-frameless-gaming-monitor-for-sale-colombo-102,Myitem.lk (PVT) Ltd,True,10 days
6a89355b42fd3c3c12b417f3,DELL ULTRASHARP U2419H 24 INCH FULL HD IPS FRAMELESS USED MONITOR,Dell,24 Inch,60Hz,1080p FHD,IPS,False,False,True,"Rs 22,500",22500,Used,Colombo,dell-ultrasharp-u2419h-24-inch-full-hd-ips-frameless-used-monitor-for-sale-colombo,https://ikman.lk/en/ad/dell-ultrasharp-u2419h-24-inch-full-hd-ips-frameless-used-monitor-for-sale-colombo,Mdcomputers.lk(Pvt) Ltd,True,10 days
6a8933ae4d0bc73ef5eff1a0,"Dell UltraSharp U2417H IPS Full HD Frameless USED Monitor 24""",Dell,24 Inch,60Hz,1080p FHD,IPS,False,False,True,"Rs 22,000",22000,Used,Colombo,dell-ultrasharp-u2417h-ips-full-hd-frameless-used-monitor-24-for-sale-colombo-9,https://ikman.lk/en/ad/dell-ultrasharp-u2417h-ips-full-hd-frameless-used-monitor-24-for-sale-colombo-9,Computer Store.lk Pvt Ltd,True,10 days
6a892ed500b5ac74ac92aaef,MSI PRO MP251 IPS Monitor,MSI,Unknown,60Hz,Unknown,IPS,False,False,False,"Rs 30,000",30000,Used,Kandy,msi-pro-mp251-ips-monitor-for-sale-kandy,https://ikman.lk/en/ad/msi-pro-mp251-ips-monitor-for-sale-kandy,,False,10 days
6a892c8fb84e0a3be4b4176d,"Emark 24"" EW2427SH 144Hz IPS Full HD Frameless Gaming Monitor",Other,24 Inch,144Hz,1080p FHD,IPS,False,True,True,"Rs 29,990",29990,Brand New,Colombo,emark-24-ew2427sh-144hz-ips-full-hd-frameless-gaming-monitor-for-sale-colombo-59,https://ikman.lk/en/ad/emark-24-ew2427sh-144hz-ips-full-hd-frameless-gaming-monitor-for-sale-colombo-59,Myitem.lk (PVT) Ltd,True,10 days
6a892b08f14537b0a40debc5,ATEC 27 INCH FULL HD LED USED MONITOR,Other,27 Inch,60Hz,1080p FHD,Standard,False,False,False,"Rs 21,500",21500,Used,Colombo,atec-27-inch-full-hd-led-used-monitor-for-sale-colombo-21,https://ikman.lk/en/ad/atec-27-inch-full-hd-led-used-monitor-for-sale-colombo-21,Mdcomputers.lk(Pvt) Ltd,True,10 days
6a892ad86aa798012c33136e,"Acer EK251 P6BI 25"" Inch 144Hz IPS HDMI Frameless Gaming & Monitor",Acer,25 Inch,144Hz,HD,IPS,False,True,True,"Rs 31,500",31500,Brand New,Colombo,acer-ek251-p6bi-25-inch-144hz-ips-hdmi-frameless-gaming-and-monitor-for-sale-colombo-4,https://ikman.lk/en/ad/acer-ek251-p6bi-25-inch-144hz-ips-hdmi-frameless-gaming-and-monitor-for-sale-colombo-4,Computer Store.lk Pvt Ltd,True,10 days
6a892a595525cf07fdf6fd28,"MSI Pro MP243L E14 24.5"" Inch 144Hz 1ms FHD IPS Productivity Monitor",MSI,24.5 Inch,144Hz,1080p FHD,IPS,False,False,False,"Rs 33,500",33500,Brand New,Colombo,msi-pro-mp243l-e14-245-inch-144hz-1ms-fhd-ips-productivity-monitor-for-sale-colombo-42,https://ikman.lk/en/ad/msi-pro-mp243l-e14-245-inch-144hz-1ms-fhd-ips-productivity-monitor-for-sale-colombo-42,Computer Store.lk Pvt Ltd,True,10 days
6a8929b522445c4f9391c205,DELL P2214HB 22 INCH FULL HD IPS LED SILVER LINE MONITOR,Dell,22 Inch,60Hz,1080p FHD,IPS,False,False,False,"Rs 12,500",12500,Used,Colombo,dell-p2214hb-22-inch-full-hd-ips-led-silver-line-monitor-for-sale-colombo-1,https://ikman.lk/en/ad/dell-p2214hb-22-inch-full-hd-ips-led-silver-line-monitor-for-sale-colombo-1,Mdcomputers.lk(Pvt) Ltd,True,10 days
6a89243684baf647b20deb4e,Asus TUF Gaming VG279QE5A 27″ FHD IPS 146HZ Monitor,Asus,27 Inch,146Hz,1080p FHD,IPS,False,True,False,"Rs 46,500",46500,Brand New,Colombo,asus-tuf-gaming-vg279qe5a-27-fhd-ips-146hz-monitor-for-sale-colombo-70,https://ikman.lk/en/ad/asus-tuf-gaming-vg279qe5a-27-fhd-ips-146hz-monitor-for-sale-colombo-70,Myitem.lk (PVT) Ltd,True,10 days
6a88a4b602b383c56d08727a,24 IPS Frameless Monitors,Other,24 Inch,60Hz,1080p FHD,IPS,False,False,True,"Rs 22,500",22500,Used,Colombo,24-ips-frameless-monitors-for-sale-colombo-1,https://ikman.lk/en/ad/24-ips-frameless-monitors-for-sale-colombo-1,Blue Tech Computer,True,10 days
6a888de3e98dfe67c5e845cd,Lenovo IPS Monitors 24Inch,Lenovo,24 Inch,60Hz,1080p FHD,IPS,False,False,False,"Rs 13,500",13500,Used,Gampaha,ips-monitors-24inch-for-sale-gampaha,https://ikman.lk/en/ad/ips-monitors-24inch-for-sale-gampaha,,False,10 days
6a8871b8f5f5ff9667c7f4dd,"MSI Optix 34"" 144hz Ultrawide Curved Gaming Monitor",MSI,34 Inch,144Hz,Unknown,Standard,True,True,False,"Rs 99,000",99000,Used,Gampaha,msi-optix-34-144hz-ultrawide-curved-gaming-monitor-for-sale-gampaha,https://ikman.lk/en/ad/msi-optix-34-144hz-ultrawide-curved-gaming-monitor-for-sale-gampaha,,False,11 days
6a39269b864f4db308c95380,Samsung 24” IPS Framelles Monitor,Samsung,24 Inch,60Hz,1080p FHD,IPS,False,False,False,"Rs 21,000",21000,Used,Colombo,samsung-24-ips-framelles-monitor-for-sale-colombo-1,https://ikman.lk/en/ad/samsung-24-ips-framelles-monitor-for-sale-colombo-1,Computer House,True,11 days
6a392564ed6595a9e93cb952,Samsung 17” Monitor,Samsung,Unknown,60Hz,Unknown,Standard,False,False,False,"Rs 5,900",5900,Used,Colombo,samsung-17-monitor-for-sale-colombo-1,https://ikman.lk/en/ad/samsung-17-monitor-for-sale-colombo-1,Computer House,True,11 days
697c376546c2badd954ae541,"Lenovo 22"" Fhd Monitor – Used",Lenovo,22 Inch,60Hz,1080p FHD,Standard,False,False,False,"Rs 10,500",10500,Used,Gampaha,lenovo-22-fhd-monitor-used-for-sale-gampaha-1,https://ikman.lk/en/ad/lenovo-22-fhd-monitor-used-for-sale-gampaha-1,Comzonex,True,11 days
697c3f7cb9748b50c3ca2e16,"17"" Square Lcd Monitor – Used",Other,17 Inch,60Hz,Unknown,Standard,False,False,False,"Rs 6,500",6500,Used,Gampaha,17-square-lcd-monitor-used-for-sale-gampaha-1,https://ikman.lk/en/ad/17-square-lcd-monitor-used-for-sale-gampaha-1,Comzonex,True,11 days
6a8846b7ddcebf003e7ede95,Curved Monitor,Other,Unknown,60Hz,Unknown,Standard,True,False,False,"Rs 70,000",70000,Used,Trincomalee,curved-monitor-for-sale-trincomalee,https://ikman.lk/en/ad/curved-monitor-for-sale-trincomalee,,False,11 days
6a884af4ddcebf003e7edeaa,"MSI PRO MP225 E12VL 21.5"" Inch 120Hz 1ms FHD Slim Frameless Monitor",MSI,21.5 Inch,120Hz,1080p FHD,Standard,False,False,True,"Rs 26,500",26500,Brand New,Colombo,msi-pro-mp225-e12vl-215-inch-120hz-1ms-fhd-slim-frameless-monitor-for-sale-colombo-39,https://ikman.lk/en/ad/msi-pro-mp225-e12vl-215-inch-120hz-1ms-fhd-slim-frameless-monitor-for-sale-colombo-39,Myitem.lk (PVT) Ltd,True,11 days
6a8844f3f8ad43f508a4fbea,"Dell UltraSharp U2417H IPS Full HD Frameless USED Monitor 24""",Dell,24 Inch,60Hz,1080p FHD,IPS,False,False,True,"Rs 22,000",22000,Used,Colombo,dell-ultrasharp-u2417h-ips-full-hd-frameless-used-monitor-24-for-sale-colombo-8,https://ikman.lk/en/ad/dell-ultrasharp-u2417h-ips-full-hd-frameless-used-monitor-24-for-sale-colombo-8,Computer Store.lk Pvt Ltd,True,11 days
6a884352f59094bf63f0b033,DELL P2714HC 27 INCH IPS LED USED MONITOR,Dell,27 Inch,60Hz,1080p FHD,IPS,False,False,False,"Rs 26,500",26500,Used,Colombo,dell-p2714hc-27-inch-ips-led-used-monitor-for-sale-colombo-6,https://ikman.lk/en/ad/dell-p2714hc-27-inch-ips-led-used-monitor-for-sale-colombo-6,Mdcomputers.lk(Pvt) Ltd,True,11 days
6a883dbcef115d18af7eddf9,24 INCH DELL ULTRASHARP U2419H FULL IPS FRAMELESS USED MONITOR,Dell,24 Inch,60Hz,1080p FHD,IPS,False,False,True,"Rs 22,500",22500,Used,Colombo,24-inch-dell-ultrasharp-u2419h-full-ips-frameless-used-monitor-for-sale-colombo,https://ikman.lk/en/ad/24-inch-dell-ultrasharp-u2419h-full-ips-frameless-used-monitor-for-sale-colombo,Mdcomputers.lk(Pvt) Ltd,True,11 days
6a883c3dc19ea3885f00d5f5,24 INCH DELL ULTRASHAP U2422HE FULL HD IPS FRAMELESS 75Hz USED MONITOR,Dell,24 Inch,75Hz,1080p FHD,IPS,False,False,True,"Rs 26,500",26500,Used,Colombo,24-inch-dell-ultrashap-u2422he-full-hd-ips-frameless-75hz-used-monitor-for-sale-colombo-3,https://ikman.lk/en/ad/24-inch-dell-ultrashap-u2422he-full-hd-ips-frameless-75hz-used-monitor-for-sale-colombo-3,Mdcomputers.lk(Pvt) Ltd,True,11 days
6a883a0e23151716a1a31f67,LENOVO THINKVISION 27 INCH IPS FHD HDMI USED MONITOR,Lenovo,27 Inch,60Hz,1080p FHD,IPS,False,False,False,"Rs 27,500",27500,Used,Colombo,lenovo-thinkvision-27-inch-ips-fhd-hdmi-used-monitor-for-sale-colombo-9,https://ikman.lk/en/ad/lenovo-thinkvision-27-inch-ips-fhd-hdmi-used-monitor-for-sale-colombo-9,Mdcomputers.lk(Pvt) Ltd,True,11 days
6a88321967005d40ee7a9705,සල්ලි හදිසියකට විකුණනු ලැබේ,Other,Unknown,60Hz,Unknown,Standard,False,False,False,"Rs 14,500",14500,Used,Kandy,slli-hdisiyktt-vikunnnu-laebee-for-sale-kandy,https://ikman.lk/en/ad/slli-hdisiyktt-vikunnnu-laebee-for-sale-kandy,,False,11 days
6a88301023151716a1a31f0d,"HP EliteDisplay E222 USED FULL HD IPS MONITOR 22""",HP,22 Inch,60Hz,1080p FHD,IPS,False,False,False,"Rs 14,500",14500,Used,Colombo,hp-elitedisplay-e222-used-full-hd-ips-monitor-22-for-sale-colombo-9,https://ikman.lk/en/ad/hp-elitedisplay-e222-used-full-hd-ips-monitor-22-for-sale-colombo-9,Computer Store.lk Pvt Ltd,True,11 days
6a882eed79ce078bdee84374,Brandnew Acer 27- Inch Monitors (144Hz),Acer,27 Inch,144Hz,1080p FHD,Standard,False,False,False,"Rs 37,500",37500,Brand New,Colombo,brandnew-acer-27-inch-monitors-144hz-for-sale-colombo-11,https://ikman.lk/en/ad/brandnew-acer-27-inch-monitors-144hz-for-sale-colombo-11, Laptop Market,True,11 days
6a882e936a31f2368f6d528b,"Falcon HS185 WIDE LED HD Monitor brand New 18.5""",Other,18.5 Inch,60Hz,HD,Standard,False,False,False,"Rs 19,500",19500,Brand New,Colombo,falcon-hs185-wide-led-hd-monitor-brand-new-185-for-sale-colombo-6,https://ikman.lk/en/ad/falcon-hs185-wide-led-hd-monitor-brand-new-185-for-sale-colombo-6,Computer Store.lk Pvt Ltd,True,11 days
6a882c836a31f2368f6d5278,"Falcon HS17 Square LED Monitor Brand New 17""",Other,17 Inch,60Hz,Unknown,Standard,False,False,False,"Rs 11,500",11500,Brand New,Colombo,falcon-hs17-square-led-monitor-brand-new-17-for-sale-colombo-4,https://ikman.lk/en/ad/falcon-hs17-square-led-monitor-brand-new-17-for-sale-colombo-4,Computer Store.lk Pvt Ltd,True,11 days
6a881dedbf5351e95934726b,"Emark 24"" EW2427SH 144Hz IPS Full HD Frameless Gaming Monitor",Other,24 Inch,144Hz,1080p FHD,IPS,False,True,True,"Rs 29,990",29990,Brand New,Colombo,emark-24-ew2427sh-144hz-ips-full-hd-frameless-gaming-monitor-for-sale-colombo-58,https://ikman.lk/en/ad/emark-24-ew2427sh-144hz-ips-full-hd-frameless-gaming-monitor-for-sale-colombo-58,Max Core PC,True,11 days
6a881db4f92e2b62850f43bf,"ViewSonic VA2432A-H 24"" Inch Full HD IPS 120Hz Frameless Monitor New",Viewsonic,24 Inch,120Hz,1080p FHD,IPS,False,False,True,"Rs 35,500",35500,Brand New,Colombo,viewsonic-va2432a-h-24-inch-full-hd-ips-120hz-frameless-monitor-new-for-sale-colombo-110,https://ikman.lk/en/ad/viewsonic-va2432a-h-24-inch-full-hd-ips-120hz-frameless-monitor-new-for-sale-colombo-110,Max Core PC,True,11 days
6a881d751f0760eaeb347250,"MSI Pro MP243L E14 24.5"" Inch 144Hz 1ms FHD IPS Productivity Monitor",MSI,24.5 Inch,144Hz,1080p FHD,IPS,False,False,False,"Rs 33,500",33500,Brand New,Colombo,msi-pro-mp243l-e14-245-inch-144hz-1ms-fhd-ips-productivity-monitor-for-sale-colombo-41,https://ikman.lk/en/ad/msi-pro-mp243l-e14-245-inch-144hz-1ms-fhd-ips-productivity-monitor-for-sale-colombo-41,Max Core PC,True,11 days
6a881d3ef36c4f24f96d522e,"MSI Pro MP225 E12VL 21.5"" Inch 120HZ FHD Slim Frameless Monitor",MSI,21.5 Inch,120Hz,1080p FHD,Standard,False,False,True,"Rs 26,500",26500,Brand New,Colombo,msi-pro-mp225-e12vl-215-inch-120hz-fhd-slim-frameless-monitor-for-sale-colombo-10,https://ikman.lk/en/ad/msi-pro-mp225-e12vl-215-inch-120hz-fhd-slim-frameless-monitor-for-sale-colombo-10,Max Core PC,True,11 days
6a881d05e98dfe67c5e842bd,"Acer EK271 27"" Inch 144Hz IPS HDMI Frameless Gaming Monitor",Acer,27 Inch,144Hz,HD,IPS,False,True,True,"Rs 35,990",35990,Brand New,Colombo,acer-ek271-27-inch-144hz-ips-hdmi-frameless-gaming-monitor-for-sale-colombo-101,https://ikman.lk/en/ad/acer-ek271-27-inch-144hz-ips-hdmi-frameless-gaming-monitor-for-sale-colombo-101,Max Core PC,True,11 days
6a881cc891e1e9be426d5224,"Acer EK251 P6BI 25"" Inch 144Hz IPS HDMI Frameless Gaming Monitor",Acer,25 Inch,144Hz,HD,IPS,False,True,True,"Rs 31,500",31500,Brand New,Colombo,acer-ek251-p6bi-25-inch-144hz-ips-hdmi-frameless-gaming-monitor-for-sale-colombo-65,https://ikman.lk/en/ad/acer-ek251-p6bi-25-inch-144hz-ips-hdmi-frameless-gaming-monitor-for-sale-colombo-65,Max Core PC,True,11 days
6a8811ccbd794415305958fc,"Dell (E2216H) 22"" INCH Full HD LED Monitor",Dell,22 Inch,60Hz,1080p FHD,Standard,False,False,False,"Rs 9,000",9000,Brand New,Colombo,dell-e2216h-22-inch-full-hd-led-monitor-for-sale-colombo,https://ikman.lk/en/ad/dell-e2216h-22-inch-full-hd-led-monitor-for-sale-colombo,Lio Computers,True,11 days
6a880f3d79ce078bdee84258,"HP ProDisplay (P222va) 22""Inch Full HD LED Monitor",HP,22 Inch,60Hz,1080p FHD,Standard,False,False,False,"Rs 9,000",9000,Brand New,Colombo,hp-prodisplay-p222va-22inch-full-hd-led-monitor-for-sale-colombo,https://ikman.lk/en/ad/hp-prodisplay-p222va-22inch-full-hd-led-monitor-for-sale-colombo,Lio Computers,True,11 days
6a8808cb863c4039be929658,24 Inch Ips Monitor,Other,24 Inch,60Hz,1080p FHD,IPS,False,False,False,"Rs 14,500",14500,Used,Colombo,24-inch-ips-monitor-for-sale-colombo-2,https://ikman.lk/en/ad/24-inch-ips-monitor-for-sale-colombo-2,,False,11 days
6a37abce25b622c0536d7929,Vika 22” LED Monitor,Other,22 Inch,60Hz,1080p FHD,Standard,False,False,False,"Rs 21,000",21000,Brand New,Colombo,vika-22-led-monitor-for-sale-colombo-1,https://ikman.lk/en/ad/vika-22-led-monitor-for-sale-colombo-1,Computer House,True,11 days
6a37aaacfe0bee3ba4ed7052,Vika 22” Frameless LED Monitor,Other,22 Inch,60Hz,1080p FHD,Standard,False,False,True,"Rs 22,000",22000,Brand New,Colombo,vika-22-frameless-led-monitor-for-sale-colombo-2,https://ikman.lk/en/ad/vika-22-frameless-led-monitor-for-sale-colombo-2,Computer House,True,11 days
6a87fbd45e2601dff99fee98,"Acer EK251 P6BI 25"" Inch 144Hz IPS HDMI Frameless Gaming Monitor",Acer,25 Inch,144Hz,HD,IPS,False,True,True,"Rs 31,500",31500,Brand New,Colombo,acer-ek251-p6bi-25-inch-144hz-ips-hdmi-frameless-gaming-monitor-for-sale-colombo-64,https://ikman.lk/en/ad/acer-ek251-p6bi-25-inch-144hz-ips-hdmi-frameless-gaming-monitor-for-sale-colombo-64,Myitem.lk (PVT) Ltd,True,11 days
6a87fb1c2ffd5ea5a29afe4d,"Lenovo ThinkVision 22"" INCH FULL HD LED Monitor – VGA + DisplayPort",Lenovo,22 Inch,60Hz,1080p FHD,Standard,False,False,False,"Rs 9,000",9000,Brand New,Colombo,lenovo-thinkvision-22-inch-full-hd-led-monitor-vga-displayport-for-sale-colombo,https://ikman.lk/en/ad/lenovo-thinkvision-22-inch-full-hd-led-monitor-vga-displayport-for-sale-colombo,Lio Computers,True,11 days
6a87f3aa4fc86dc8749afe25,"23"" MONITOR IPS FHD HDMI FRAMELESS (1980 x 1080P)",Other,23 Inch,60Hz,1080p FHD,IPS,False,False,True,"Rs 19,450",19450,Used,Gampaha,23-monitor-ips-fhd-hdmi-frameless-1980-x-1080p-for-sale-gampaha,https://ikman.lk/en/ad/23-monitor-ips-fhd-hdmi-frameless-1980-x-1080p-for-sale-gampaha,ShaTech Zone,True,11 days
6a87f1256d694ecec49fee1f,"MONITOR 24"" IPS FRAMELESS|HDMI (1980 x 1080P) FHD",Other,24 Inch,60Hz,1080p FHD,IPS,False,False,True,"Rs 21,150",21150,Used,Matara,monitor-24-ips-framelesshdmi-1980-x-1080p-fhd-for-sale-matara,https://ikman.lk/en/ad/monitor-24-ips-framelesshdmi-1980-x-1080p-fhd-for-sale-matara,ShaTech Zone,True,11 days
6a87ee35807f8d2543cc90c0,"Dell 23"" inch (P2317H) Full HD HDMI IPS LED Monitor",Dell,23 Inch,60Hz,1080p FHD,IPS,False,False,False,"Rs 13,000",13000,Brand New,Colombo,dell-23-inch-p2317h-full-hd-hdmi-ips-led-monitor-for-sale-colombo,https://ikman.lk/en/ad/dell-23-inch-p2317h-full-hd-hdmi-ips-led-monitor-for-sale-colombo,Lio Computers,True,11 days
6a87f03b42c4f4cd9494c189,Used LCD Monitor,Other,Unknown,60Hz,Unknown,Standard,False,False,False,"Rs 4,000",4000,Used,Colombo,used-lcd-monitor-for-sale-colombo,https://ikman.lk/en/ad/used-lcd-monitor-for-sale-colombo,,False,11 days
6a87ef89b73eb36b40a0a7f9,"27"" MONITOR IPS ULTRA SLIM (1980 x 1080P) FHD|HDMI|FRAMELESS",Other,27 Inch,60Hz,1080p FHD,IPS,False,False,True,"Rs 33,850",33850,Used,Colombo,27-monitor-ips-ultra-slim-1980-x-1080p-fhdhdmiframeless-for-sale-colombo,https://ikman.lk/en/ad/27-monitor-ips-ultra-slim-1980-x-1080p-fhdhdmiframeless-for-sale-colombo,ShaTech Zone,True,11 days
6a87ec84049f71a70ff39dff,"HP EliteDisplay E240c Full HD IPS USED MONITOR 24""",HP,24 Inch,60Hz,1080p FHD,IPS,False,False,False,"Rs 17,500",17500,Used,Colombo,hp-elitedisplay-e240c-full-hd-ips-used-monitor-24-for-sale-colombo-7,https://ikman.lk/en/ad/hp-elitedisplay-e240c-full-hd-ips-used-monitor-24-for-sale-colombo-7,Myitem.lk (PVT) Ltd,True,11 days
6a87b4e401b4a7eef591c8cb,Monitor Mother Board,Other,Unknown,60Hz,Unknown,Standard,False,False,False,"Rs 8,000",8000,Used,Gampaha,monitor-mother-board-for-sale-gampaha,https://ikman.lk/en/ad/monitor-mother-board-for-sale-gampaha,,False,11 days
6a87e2af807f8d2543cc900d,"ViewSonic VA2214-H BRAND NEW IPS FULL HD MONITOR 22""",Viewsonic,22 Inch,60Hz,1080p FHD,IPS,False,False,False,"Rs 28,490",28490,Brand New,Colombo,viewsonic-va2214-h-brand-new-ips-full-hd-monitor-22-for-sale-colombo-3,https://ikman.lk/en/ad/viewsonic-va2214-h-brand-new-ips-full-hd-monitor-22-for-sale-colombo-3,Myitem.lk (PVT) Ltd,True,11 days
6a87d9218c91557ffdf39cd3,"Dell UltraSharp UP2716D 27"" PremierColor QHD IPS Frameless 2K Monitors",Dell,27 Inch,60Hz,2K QHD,IPS,False,False,True,"Rs 40,000",40000,Brand New,Colombo,dell-ultrasharp-up2716d-27-premiercolor-qhd-ips-frameless-2k-monitors-for-sale-colombo-1,https://ikman.lk/en/ad/dell-ultrasharp-up2716d-27-premiercolor-qhd-ips-frameless-2k-monitors-for-sale-colombo-1,Lio Computers,True,11 days
6a87d70363f648bc3a717183,"FALCON HS185 WIDE LED HD MONITOR BRAND NEW 18.5""",Other,18.5 Inch,60Hz,HD,Standard,False,False,False,"Rs 19,500",19500,Brand New,Colombo,falcon-hs185-wide-led-hd-monitor-brand-new-185-for-sale-colombo-4,https://ikman.lk/en/ad/falcon-hs185-wide-led-hd-monitor-brand-new-185-for-sale-colombo-4,Myitem.lk (PVT) Ltd,True,11 days
6a87d5812ffd5ea5a29afbfb,"Acer 27"" Full HD Nitro Gaming Monitor - KG273 W3 240Hz Brand New",Acer,27 Inch,240Hz,1080p FHD,Standard,False,True,False,"Rs 49,500",49500,Brand New,Colombo,acer-27-full-hd-nitro-gaming-monitor-kg273-w3-240hz-brand-new-for-sale-colombo-72,https://ikman.lk/en/ad/acer-27-full-hd-nitro-gaming-monitor-kg273-w3-240hz-brand-new-for-sale-colombo-72,Myitem.lk (PVT) Ltd,True,11 days
6a87cb3becbd8a9ef87170db,Asus TUF Gaming 34” VG34VQL3A 1440P 1500R 180HZ Curved Monitor,Asus,34 Inch,180Hz,2K QHD,Standard,True,True,False,"Rs 159,500",159500,Brand New,Colombo,asus-tuf-gaming-34-vg34vql3a-1440p-1500r-180hz-curved-monitor-for-sale-colombo-9,https://ikman.lk/en/ad/asus-tuf-gaming-34-vg34vql3a-1440p-1500r-180hz-curved-monitor-for-sale-colombo-9,COMPUTER HUB,True,11 days
6a87c30163f648bc3a717088,"Dahua 27"" Gaming Monitor",Other,27 Inch,60Hz,1080p FHD,Standard,False,True,False,"Rs 39,000",39000,Brand New,Gampaha,dahua-27-gaming-monitor-for-sale-gampaha,https://ikman.lk/en/ad/dahua-27-gaming-monitor-for-sale-gampaha,,False,11 days
6a8743d7458275b61283c9fe,MSI Pro MP243 24 inch HD Ips Monitor,MSI,24 Inch,60Hz,HD,IPS,False,False,False,"Rs 18,000",18000,Used,Gampaha,gaming-monitor-for-sale-gampaha,https://ikman.lk/en/ad/gaming-monitor-for-sale-gampaha,,False,11 days
69bfd13c3f0af5c216a0d76b,"24"" Inch HP Wide Monitor",HP,24 Inch,60Hz,1080p FHD,Standard,False,False,False,"Rs 14,499",14499,Used,Kalutara,24-inch-hp-wide-monitor-for-sale-kalutara,https://ikman.lk/en/ad/24-inch-hp-wide-monitor-for-sale-kalutara,Smart Choice,True,12 days
69bfd121c361997cb32059d5,"24"" Inch HP Wide Monitors",HP,24 Inch,60Hz,1080p FHD,Standard,False,False,False,"Rs 14,499",14499,Used,Kalutara,24-inch-hp-wide-monitors-for-sale-kalutara,https://ikman.lk/en/ad/24-inch-hp-wide-monitors-for-sale-kalutara,Smart Choice,True,12 days
