Title,Price,Location_Category,Link
DELL Intel Core i7 Laptop 8GB RAM NVIDIA GeForce 920M SSD + HDD,"Rs 40,000","Kalutara, Computers & Tablets",https://ikman.lk/en/ad/dell-intel-core-i7-laptop-8gb-ram-nvidia-geforce-920m-ssd-hdd-for-sale-kalutara
8GB DDR4 laptop RAM,"Rs 5,500","Kurunegala, Computer Accessories",https://ikman.lk/en/ad/8gb-ddr4-laptop-ram-for-sale-kurunegala-1
Asus Tuf Gaming Laptop,"Rs 145,000","Kandy, Computers & Tablets",https://ikman.lk/en/ad/asus-tuf-gaming-for-sale-kandy
"Screen Cleaning KIT 3 in 1 - Laptop,TV , Mobile Monitor Glasses",Rs 650,"Colombo, Other Home Items",https://ikman.lk/en/ad/screen-cleaning-kit-3-in-1-laptoptv-mobile-monitor-glasses-for-sale-colombo-1
Laptop Keyboard HP Probook 840 G5-450 G6 Replacing Service,"Rs 2,500","Colombo, Domestic Services",https://ikman.lk/en/ad/laptop-keyboard-hp-probook-840-g5-450-g6-replacing-service-for-sale-colombo
Msi GF65 Thin Gaming Laptop,"Rs 200,000","Kandy, Computers & Tablets",https://ikman.lk/en/ad/msi-gf65-thin-gaming-laptop-for-sale-kandy
HP Victus 15 Gaming Laptop,"Rs 160,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/victus-15-gaming-laptop-for-sale-colombo
Dell I5 6th Gen Laptop,"Rs 27,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-i5-6th-gen-laptop-for-sale-colombo-261
Acer Aspire E5-576 Laptop,"Rs 28,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/acer-aspire-e5-576-laptop-for-sale-colombo
Asus Tuf Gaming A15 Laptop,"Rs 280,000","Kalutara, Computers & Tablets",https://ikman.lk/en/ad/asus-tuf-gaming-a15-laptop-for-sale-kalutara
Intel i7 8th Gen Laptop,"Rs 55,000","Gampaha, Computers & Tablets",https://ikman.lk/en/ad/intel-i7-8th-gen-laptop-for-sale-gampaha
DDR4 8GB 3200MHZ Laptop RAM,"Rs 13,500","Galle, Computer Accessories",https://ikman.lk/en/ad/ddr4-8gb-3200mhz-laptop-ram-transcend-1-year-used-only-for-sale-galle-1
DDR4 4GB 3200MHZ Laptop RAM Samsung,"Rs 6,000","Galle, Computer Accessories",https://ikman.lk/en/ad/ddr4-4gb-3200mhz-laptop-ram-samsung-1-year-used-only-for-sale-galle
Dell Laptop i7,"Rs 32,000","Galle, Computers & Tablets",https://ikman.lk/en/ad/dell-laptop-i7-for-sale-galle
Core i5 8th Gen Laptop,"Rs 47,000","Matara, Computers & Tablets",https://ikman.lk/en/ad/core-i5-8th-gen-for-sale-matara
Dell i5 8th Gen Laptop,"Rs 60,000","Kalutara, Computers & Tablets",https://ikman.lk/en/ad/dell-i5-8th-gen-laptop-for-sale-kalutara
Seagate 1tb Laptop Harddisk,"Rs 7,500","Colombo, Computer Accessories",https://ikman.lk/en/ad/seagate-1tb-laptop-harddisk-for-sale-colombo
Asus Vivobook I3 Th Gen Touch Laptop,"Rs 52,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/asus-vivobook-i3-th-gen-touch-laptop-for-sale-colombo
MSI Gaming Laptop,"Rs 90,000","Gampaha, Computers & Tablets",https://ikman.lk/en/ad/msi-gaming-laptop-for-sale-gampaha-23
"Gaming Laptop i7 7th Gen|16GB RAM|512GB NVME|GTX 1050 TI 4GB|15.6""","Rs 129,950","Colombo, Computers & Tablets",https://ikman.lk/en/ad/gaming-laptop-i7-7th-gen16gb-ram512gb-nvmegtx-1050-ti-4gb156-for-sale-colombo-1
Lenovo Thinkpad X1 Yoga Laptop,"Rs 125,000","Gampaha, Computers & Tablets",https://ikman.lk/en/ad/lenovo-thinkpad-for-sale-gampaha
Lenovo ThinkPad T490s i7 - 8th Gen Laptop,"Rs 99,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/lenovo-thinkpad-t490s-i7-8th-gen-laptop-for-sale-colombo-12
N/A,N/A,N/A,N/A
Dell Latitude 5440 - i5 13th Gen Laptop,"Rs 149,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-5440-i5-13th-gen-laptop-for-sale-colombo-28
Acer aspire AG15-31P N100 (12th GEN) Laptop,"Rs 58,990","Gampaha, Computers & Tablets",https://ikman.lk/en/ad/acer-aspire-ag15-31p-n100-12th-gen-laptop-for-sale-gampaha-2
Asus i3 Laptop,"Rs 45,000","Kalutara, Computers & Tablets",https://ikman.lk/en/ad/asus-laptop-for-sale-kalutara-47
HP 15-fc0534AU Ryzen 3 7320U Laptop,"Rs 125,000","Galle, Computers & Tablets",https://ikman.lk/en/ad/hp-15-fc0534auryzen-3-7320u-for-sale-galle
Acer Predator Neo 16 -Ultra 9+RTX 5060 8GB VGA inch Oled-1TB Laptop,"Rs 579,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/acer-predator-neo-16-ultra-9rtx-5060-8gb-vga-inch-oled-1tb-laptop-for-sale-colombo-106
MSI Modern 15 Core i5 13th Gen 8GB RAM 512GB NVME Laptop,"Rs 218,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/msi-modern-15-core-i5-13th-gen-8gb-ram-512gb-nvme-laptop-for-sale-colombo-112
Hp probook 440 G8 - I5 11th Gen + 8GB RAM 256GB SSD -14 Inch Laptop,"Rs 99,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-probook-440-g8-i5-11th-gen-8gb-ram-256gb-ssd-14-inch-laptop-for-sale-colombo-13
HP i3 7th gen Laptop,"Rs 47,000","Gampaha, Computers & Tablets",https://ikman.lk/en/ad/i3-7th-gen-laptop-for-sale-gampaha-1
I5 2nd Gen Laptop,"Rs 12,500","Kalutara, Computers & Tablets",https://ikman.lk/en/ad/i5-2nd-gen-lap-for-sale-kalutara
Dell I3 4gen 4gb Ram 500 Hard Laptop,"Rs 22,500","Gampaha, Computers & Tablets",https://ikman.lk/en/ad/dell-i3-4gen-4gb-ram-500-hard-laptop-for-sale-gampaha-2
Samsung Chorme Book Laptop,"Rs 18,500","Gampaha, Computers & Tablets",https://ikman.lk/en/ad/samsung-chorme-book-laptop-for-sale-gampaha
Asus TUF A16 Gaming Laptop,"Rs 290,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/asus-tuf-a16-for-sale-colombo-5
gaming laptop,"Rs 270,000","Kurunegala, Computers & Tablets",https://ikman.lk/en/ad/gaming-laptop-for-sale-kurunegala-23
dell i3 4gen 4gb ram 500 hard laptop,"Rs 22,500","Gampaha, Computers & Tablets",https://ikman.lk/en/ad/dell-i3-4gen-4gb-ram-500-hard-laptop-for-sale-gampaha-5
Surface Laptop 7 13.8 X Plus 16GB/256GB Silver Japan,"Rs 340,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/surface-laptop-7-138-x-plus-16gb-256gb-silver-japan-for-sale-colombo
Dell Latitude 5420 i5 11th Gen 256GB NVME 8GB RAM 14 Inch-Laptop,"Rs 94,999","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-5420-i5-11th-gen-256gb-nvme-8gb-ram-14-inch-laptop-for-sale-colombo-94
NEC Versapro Intel Celeron X360 8GB RAM 128GB Mini Laptop,"Rs 65,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/nec-versapro-intel-celeron-x360-8gb-ram-128gb-mini-laptop-for-sale-colombo-56
HP Victus - i5 13th Gen + RTX 3050 6GB VGA / 512GB NVME SSD -Laptop,"Rs 279,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-victus-i5-13th-gen-rtx-3050-6gb-vga-512gb-nvme-ssd-laptop-for-sale-colombo-56
Asus Rog Strix G16 Ryzen 9 9955HX RTX5060 8GB VGA -16GB RAM-Laptop~!'::,"Rs 655,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/asus-rog-strix-g16-ryzen-9-9955hx-rtx5060-8gb-vga-16gb-ram-laptop-for-sale-colombo-87
Acer Predator Neo 16 -Ultra 9+RTX 5060 8GB VGA inch Oled-1TB Laptop,"Rs 579,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/acer-predator-neo-16-ultra-9rtx-5060-8gb-vga-inch-oled-1tb-laptop-for-sale-colombo-107
Latitude 5320 i5 11th Gen 16GB 2 in 1 360 Rotatable Touch Screen laptop,"Rs 109,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/latitude-5320-i5-11th-gen-16gb-2-in-1-360-rotatable-touch-screen-laptop-for-sale-colombo
Laptop DDR4 RAM – 4GB / 8GB 16GB,"Rs 6,000","Kandy, Computer Accessories",https://ikman.lk/en/ad/laptop-ddr4-ram-for-sale-4gb-8gb-16gb-for-sale-kandy
Adjustable Laptop Desk,"Rs 3,590","Colombo, Furniture",https://ikman.lk/en/ad/adjustable-laptop-desk-for-sale-colombo
Portable Laptop Desk,"Rs 1,900","Colombo, Furniture",https://ikman.lk/en/ad/portable-laptop-desk-for-sale-colombo
HP Laptop i3 7th Gen 8GB 512 SSD,"Rs 46,000","Puttalam, Computers & Tablets",https://ikman.lk/en/ad/hp-laptop-for-sale-i3-7th-gen-8gb-512-ssd-for-sale-puttalam
N/A,N/A,N/A,N/A
ASUS Vivobook LAPTOP – i3 13th GEN 8GB RAM,"Rs 160,000","Gampaha, Computers & Tablets",https://ikman.lk/en/ad/asus-vivobook-laptop-i3-13th-gen-8gb-ram-for-sale-gampaha
500GB LAPTOP HARD,"Rs 5,500","Colombo, Computer Accessories",https://ikman.lk/en/ad/500gb-laptop-hard-for-sale-colombo-5
"Laptop Dell Latitude 5410|i5 10th Gen|16GB RAM|256GB NVME|14"" FHD|Wi-Fi","Rs 89,950","Gampaha, Computers & Tablets",https://ikman.lk/en/ad/laptop-dell-latitude-5410i5-10th-gen16gb-ram256gb-nvme14-fhdwi-fi-for-sale-gampaha
"Laptop Dell Latitude 3490|i5 8th Gen 8GB RAM|512GB NVME|WiFi|14"" Display","Rs 82,950","Colombo, Computers & Tablets",https://ikman.lk/en/ad/laptop-dell-latitude-3490i5-8th-gen-8gb-ram512gb-nvmewifi14-display-for-sale-colombo
HP Laptop i3 7th Generation,"Rs 42,000","Kandy, Computers & Tablets",https://ikman.lk/en/ad/hp-laptop-i3-7th-generation-for-sale-kandy
HP 2000 Laptop – Available Now!,"Rs 34,000","Jaffna, Computers & Tablets",https://ikman.lk/en/ad/hp-2000-laptop-available-now-for-sale-jaffna
ACER ASPIRE 15 LAPTOP,"Rs 79,990","Anuradhapura, Computers & Tablets",https://ikman.lk/en/ad/acer-aspire-15-laptop-for-sale-anuradhapura
Dell Latitude 5420 i5 11th Gen 8GB 256GB NVMe 4GB VGA Laptop,"Rs 86,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-5420-i5-11th-gen-8gb-256-nvme-4gb-vga-laptop-for-sale-colombo-1
USED LAPTOP RAMS,"Rs 1,000","Gampaha, Computer Accessories",https://ikman.lk/en/ad/used-laptop-rams-for-sale-gampaha-1
Lenovo Legion 5 -RYZEN 7- 260 +RTX 5060/8GB /16GB /15.1 OLED -NEW LAPTOP,"Rs 529,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/lenovo-legion-5-ryzen-7-260-rtx-5060-8gb-16gb-151-oled-new-laptop-for-sale-colombo
Lenovo ThinkPad T14 Core i-7 11th GEN -16GB RAM 256GB Nvme SSD Laptop,"Rs 139,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/lenovo-thinkpad-t14-core-i-7-11th-gen-16gb-ram-256gb-nvme-ssd-laptop-for-sale-colombo-1
Computer Repair Laptop with Desktop Home Office Visits,Rs 0,"Batticaloa, Domestic Services",https://ikman.lk/en/ad/computer-repair-laptop-with-desktop-home-office-visits-for-sale-batticaloa-1
Lenovo Thinkpad T14 i5 10th Gen 16GB laptop,"Rs 105,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/lenovo-thinkpad-t14-i5-10th-gen-16gb-laptop-for-sale-colombo
DELL LATITUDE 5430 CORE I5 12TH GEN 8GB RAM 256GB SSD USED LAPTOP,"Rs 112,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-5430-core-i5-12th-gen-8gb-ram-256gb-ssd-used-laptop-for-sale-colombo-10
Hp Elitebook 640 G9 Core I5 12TH GEN 8GB RAM 256GB SSD Laptop,"Rs 125,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-elitebook-640-g9-core-i5-12th-gen-8gb-ram-256gb-ssd-laptop-for-sale-colombo-22
Lenovo ThinkPad A285 Ryzen 5 PRO 16GB Ram 256GB NVMe Laptop,"Rs 59,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/lenovo-thinkpad-a285-ryzen-5-pro-16gb-ram-256gb-nvme-laptop-for-sale-colombo
8GB DDR3L -1600MHz -Laptop RAM,"Rs 5,500","Colombo, Computer Accessories",https://ikman.lk/en/ad/8gb-ddr3l-1600mhz-laptop-ram-100-percent-brand-new-condition-for-sale-colombo-1
12th Gen Latitude 5330 13.3 inch laptop,"Rs 89,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/12th-gen-latitude-5330-133-inch-laptop-for-sale-colombo
Dell Latitude 5480 Laptop,"Rs 55,000","Kandy, Computers & Tablets",https://ikman.lk/en/ad/dell-laptop-for-sale-for-sale-kandy
HP Laptop For Sale in Kadawatha,"Rs 19,000","Gampaha, Computers & Tablets",https://ikman.lk/en/ad/hp-laptop-for-sale-in-kadawatha-for-sale-gampaha
8GB DDR4 Laptop RAM,"Rs 8,500","Jaffna, Computer Accessories",https://ikman.lk/en/ad/8gb-ddr4-laptop-ram-for-sale-jaffna
Brandnew Asus TUF A16 Ryzen 7 -16GB DDR5 RTX 4050 8GB VGA Gaming Laptop,"Rs 389,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/brandnew-asus-tuf-a16-ryzen-7-16gb-ddr5-rtx-4050-8gb-vga-gaming-laptop-for-sale-colombo-48
ASUS TUF AMD Ryzen 7 260 -16GB DDR5- 512GB NVMe RTX™ 5070 / 8GB Laptop,"Rs 529,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/asus-tuf-amd-ryzen-7-260-16gb-ddr5-512gb-nvme-rtx-5070-8gb-laptop-for-sale-colombo-8
Hp Elitebook 640 G9 Core I5 12TH GEN 8GB RAM 256GB SSD Laptop,"Rs 125,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-elitebook-640-g9-core-i5-12th-gen-8gb-ram-256gb-ssd-laptop-for-sale-colombo-21
Asus TUF Core i5 RTX 2050 16GB Ram 512GB|Laptops,"Rs 209,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/asus-tuf-core-i5-rtx-2050-16gb-ram-512gblaptops-for-sale-colombo-7
N/A,N/A,N/A,N/A
HP Notebook 250 G10 i5 13th Gen Laptop,"Rs 119,990","Gampaha, Computers & Tablets",https://ikman.lk/en/ad/hp-notebook-250-g10-i5-13th-gen-laptop-for-sale-gampaha-1
Lenovo G50 Laptop,"Rs 30,000","Kalutara, Computers & Tablets",https://ikman.lk/en/ad/lenovo-g50-laptop-for-sale-kalutara
Used Laptop 4GB RAMS,"Rs 2,500","Gampaha, Computer Accessories",https://ikman.lk/en/ad/used-laptop-rams-for-sale-gampaha
DELL Latitude 5400 i5 8th GEN Laptop,"Rs 67,990","Gampaha, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-5400-i5-8th-gen-laptop-for-sale-gampaha-2
Dell Latitude E7470 6th Gen Laptop,"Rs 56,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-e7470-6th-gen-laptop-for-sale-colombo
Dell Latitude 5430 CORE I5 12TH GEN 8GB RAM 256GB SSD USED LAPTOP,"Rs 112,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-5430-core-i5-12th-gen-8gb-ram-256gb-ssd-used-laptop-for-sale-colombo-9
HP EliteBook i5 8th (i5-8365U) 8GB 256GB BackLight Laptop,"Rs 79,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-elitebook-i5-8th-i5-8365u-8gb-256gb-backlight-laptop-for-sale-colombo
Lenovo Thinkpad i7 laptop,"Rs 76,500","Trincomalee, Computers & Tablets",https://ikman.lk/en/ad/lenovo-thinkpad-i7-laptop-for-sale-trincomalee
"Gaming Laptop i7 7th Gen - GTX 1050 TI 4GB|15.6""|16GB RAM|512GB NVME","Rs 129,950","Kandy, Computers & Tablets",https://ikman.lk/en/ad/gaming-laptop-i7-7th-gen-gtx-1050-ti-4gb15616gb-ram512gb-nvme-for-sale-kandy
HP Chromebook Laptop,"Rs 20,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-chromebook-laptop-for-sale-colombo-48
"Laptop i5 7th Gen|8GB RAM|SSD,RAM Can Upgrade|Wi-Fi|Dell Latitude 3480","Rs 59,950","Gampaha, Computers & Tablets",https://ikman.lk/en/ad/laptop-i5-7th-gen8gb-ramssdram-can-upgradewi-fidell-latitude-3480-for-sale-gampaha
Dell Latitude 3420 intel Core i5-11th Gen 8GB RAM 256GB Nvme SSD Laptops,"Rs 89,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-3420-intel-core-i5-11th-gen-8gb-ram-256gb-nvme-ssd-laptops-for-sale-colombo-1
Dell Latitude 5520 Core i7 -1185G7 11th Gen |16GB Ram|512GB NVMe Laptop,"Rs 149,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-5520-core-i7-1185g7-11th-gen-16gb-ram512gb-nvme-laptop-for-sale-colombo
HP Victus - i5 13TH GEN + RTX 3050 6GB VGA / 512GB NVME SSD -Laptop,"Rs 279,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-victus-i5-13th-gen-rtx-3050-6gb-vga-512gb-nvme-ssd-laptop-for-sale-colombo-57
Brand New ASUS VIVOBOOK Core 5 120U 14th Gen|8GB DDR5|512GB NVMe Laptop,"Rs 205,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/brand-new-asus-vivobook-core-5-120u-14th-gen8gb-ddr5512gb-nvme-laptop-for-sale-colombo-4
Lenovo LOQ core-i7 14th gen 24GB RAM RTX-5050 GPU laptop,"Rs 595,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/lenovo-loq-core-i7-14th-gen-24gb-ram-rtx-5050-gpu-laptop-for-sale-colombo
Brand New HP Victus 15|Core i5-13th Gen Gaming |RTX 3050/6GB VGA Laptops,"Rs 279,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/brand-new-hp-victus-15core-i5-13th-gen-gaming-rtx-3050-6gb-vga-laptops-for-sale-colombo-1
HP Probook i5 13th Gen Laptop,"Rs 175,000","Kandy, Computers & Tablets",https://ikman.lk/en/ad/probook-i5-13gen-for-sale-kandy
HP Elitebook I5 10th GEN Laptop|8GB RAM|256GB Nvme|FHD Display,"Rs 96,000","Gampaha, Computers & Tablets",https://ikman.lk/en/ad/hp-elitebook-i5-10th-gen-laptop8gb-ram256gb-nvmefhd-display-for-sale-gampaha-1
"Laptop HP ProBook 430 G7 - i5 10th Gen|8GB RAM|256GB NVME|Wi-Fi|14""","Rs 96,950","Colombo, Computers & Tablets",https://ikman.lk/en/ad/laptop-hp-probook-430-g7-i5-10th-gen8gb-ram256gb-nvmewi-fi14-for-sale-colombo
Lenovo ThinkPad A285 256GB NVMe 16GB Ram Ryzen 5 PRO Laptop,"Rs 59,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/lenovo-thinkpad-a285-256gb-nvme-16gb-ram-ryzen-5-pro-laptop-for-sale-colombo-3
"Laptop i5 6th Gen|8GB RAM|256GB SSD|Dell Latitude 7480|Wi-Fi|14""Display","Rs 62,950","Gampaha, Computers & Tablets",https://ikman.lk/en/ad/laptop-i5-6th-gen8gb-ram256gb-ssddell-latitude-7480wi-fi14display-for-sale-gampaha
HP ProBook 450 G7 256GB NVMe 8GB Ram i5 10th Gen Laptop,"Rs 109,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-probook-450-g7-256gb-nvme-8gb-ram-i5-10th-gen-laptop-for-sale-colombo-16
Dell Latitude E5430 i5 12th Gen 256GB NVMe 8GB Ram Laptop,"Rs 114,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-e5430-i5-12th-gen-256gb-nvme-8gb-ram-laptop-for-sale-colombo-18
Asus Rog Strix G15 –CORE i7 10TH GEN + 144Hz -GTX 1650TI 4GB VGA -LAPTOP,"Rs 224,999","Colombo, Computers & Tablets",https://ikman.lk/en/ad/asus-rog-strix-g15-core-i7-10th-gen-144hz-gtx-1650ti-4gb-vga-laptop-for-sale-colombo-6
N/A,N/A,N/A,N/A
Dell Latitude Laptop(Touch screen) windows,"Rs 95,000","Kurunegala, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-laptoptouch-screen-windows-for-sale-kurunegala
Dell Vostro 3515 RYZEN 7 LAPTOP,"Rs 84,990","Anuradhapura, Computers & Tablets",https://ikman.lk/en/ad/dell-vostro-3515-ryzen-7-laptop-for-sale-anuradhapura
DELL 5411 i5 10th GEN 16GB RAM 512GB NVME Laptop,"Rs 88,000","Kurunegala, Computers & Tablets",https://ikman.lk/en/ad/dell-5411-i5-10th-gen-16gb-ram-512gb-nvme-laptop-for-sale-kurunegala
NEC Versapro Intel Celeron X360 8GB RAM 128GB Mini Laptop,"Rs 65,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/nec-versapro-intel-celeron-x360-8gb-ram-128gb-mini-laptop-for-sale-colombo-57
Asus Rog Strix G16 Ryzen 9 9955HX RTX5060 8GB VGA 16GB RAM Laptop,"Rs 655,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/asus-rog-strix-g16-ryzen-9-9955hx-rtx5060-8gb-vga-16gb-ram-laptop-for-sale-colombo-91
MSI Modern 15 Core i5 13th Gen 8GB RAM 512GB NVME Laptop,"Rs 218,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/msi-modern-15-core-i5-13th-gen-8gb-ram-512gb-nvme-laptop-for-sale-colombo-113
Asus ROG Zephyrus Ultra 7 2025RTX 5060 8GB VGA 1TB NVME Laptop,"Rs 624,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/asus-rog-zephyrus-ultra-7-2025rtx-5060-8gb-vga-1tb-nvme-laptop-for-sale-colombo-244
Acer Predator Neo 16 -Ultra 9+RTX 5060 8GB VGA inch Oled-1TB Laptop,"Rs 579,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/acer-predator-neo-16-ultra-9rtx-5060-8gb-vga-inch-oled-1tb-laptop-for-sale-colombo-108
DDR4 Laptop Ram 8GB 3200MHZ,"Rs 10,790","Colombo, Computer Accessories",https://ikman.lk/en/ad/ddr4-laptop-ram-8gb-3200mhz-for-sale-colombo
Apple MacBook Pro A1398 16GB RAM 256GB Flash Storage Laptop,"Rs 122,900","Colombo, Computers & Tablets",https://ikman.lk/en/ad/apple-macbook-pro-a1398-16gb-ram-256gb-flash-storage-laptop-for-sale-colombo-1
DELL-HP-ACER LAPTOP BATTERY REPLACEMENT SERVICE ONSITE,"Rs 7,500","Colombo, Domestic Services",https://ikman.lk/en/ad/dell-hp-acer-laptop-battery-replacement-service-onsite-for-sale-colombo
Laptop Battery Dell M5Y1K 5558 -5559 7/8th Gen Replacing Service,"Rs 6,750","Colombo, Domestic Services",https://ikman.lk/en/ad/laptop-battery-dell-m5y1k-5558-5559-7-8th-gen-replacing-service-for-sale-colombo
Lenovo Thinkpad T470 i5 7th Gen FHD IPS UHD Laptop,"Rs 69,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/lenovo-thinkpad-t470-i5-7th-gen-fhd-ips-uhd-laptop-for-sale-colombo
Dell Latitude 5420 - i5 11th Gen Laptop,"Rs 109,000","Kurunegala, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-5420-i5-11th-gen-laptop-for-sale-kurunegala-15
Inverter Phone / laptop Charger for car 12v to 230v 150w \\ new,"Rs 6,500","Colombo, Other Electronics",https://ikman.lk/en/ad/inverter-phone-laptop-charger-for-car-12v-to-230v-150w-new-for-sale-colombo
Windows 10 11 8.1 7 DvDs SOFTWARE INSTALL COMPUTER LAPTOP REPAIR SERVICE,Rs 500,"Colombo, Domestic Services",https://ikman.lk/en/ad/windows-10-11-81-7-dvds-software-install-computer-laptop-repair-service-for-sale-colombo-1
