iter	RMSE
222	0.4372773114
223	0.4372237147
224	0.4369858218
225	0.4368255814
226	0.4367293011
227	0.4366214064
228	0.436408062
229	0.436311094
230	0.4362265551
231	0.4359974142
232	0.4358560683
233	0.4357391532
234	0.4357019848
235	0.4356258772
236	0.4355464487
237	0.4354590408
238	0.4353976779
239	0.4353344504
240	0.4352526324
241	0.4351067656
242	0.4350573141
243	0.4348910999
244	0.4348367352
245	0.4347323643
246	0.4346328868
247	0.4345790309
248	0.434523028
249	0.4343066445
250	0.4341656746
251	0.4341069855
252	0.4340369143
253	0.4339772015
254	0.4338618013
255	0.4334948052
256	0.4331568563
257	0.4330098056
258	0.4329230876
259	0.4328629146
260	0.4328072728
261	0.4327673072
262	0.4326432267
263	0.4323336578
264	0.4323149928
265	0.4322348653
266	0.4320191269
267	0.4319778662
268	0.4319097629
269	0.4318320389
270	0.4317810517
271	0.4315054835
272	0.4314547421
273	0.4314006515
274	0.4313528175
275	0.4312710448
276	0.4312333307
277	0.4311131055
278	0.4310836009
279	0.4310422478
280	0.4309603294
281	0.4309274558
282	0.4308453711
283	0.4307897039
284	0.4307464503
285	0.430532034
286	0.4304619084
287	0.4303495472
288	0.4302338996
289	0.4301940125
290	0.4300033396
291	0.4299752039
292	0.4299234987
293	0.4297605968
294	0.4296926765
295	0.4295635838
296	0.4294249711
297	0.4293937276
298	0.429346706
299	0.4291777437
300	0.4291354598
301	0.4289501366
302	0.4287696948
303	0.4286561526
304	0.4285851081
305	0.4285519104
306	0.4284507025
307	0.4282836876
308	0.428203952
309	0.428051576
310	0.4279587635
311	0.4279259992
312	0.42784147
313	0.4278137388
314	0.4277288892
315	0.4275373719
316	0.4274839326
317	0.4274264224
318	0.4273314965
319	0.4272537259
320	0.427106657
321	0.4270626773
322	0.4269759748
323	0.4269469849
324	0.4269222848
325	0.4267755885
326	0.4265801162
327	0.4264705093
328	0.4264161305
329	0.4263587071
330	0.4262941718
331	0.4260955366
332	0.4259765803
333	0.4259417369
334	0.4258790734
335	0.4257711723
336	0.4257568187
337	0.4256383532
338	0.4256060962
339	0.4255369142
340	0.4255213853
341	0.4253026932
342	0.4252917469
343	0.425162355
344	0.4250560245
345	0.4249787734
346	0.4248622375
347	0.4247707948
348	0.4246892771
349	0.4246514046
350	0.4244951454
351	0.4243430829
352	0.42427698
353	0.4242354088
354	0.4241913211
355	0.4240706757
356	0.4239545813
357	0.42375253
358	0.4236799871
359	0.4235618117
360	0.4233909102
361	0.4232911128
362	0.4232032575
363	0.4230353051
364	0.4229406943
365	0.4226796076
366	0.4225635115
367	0.4224419842
368	0.4223807776
369	0.4223139618
370	0.4222964483
371	0.4221609038
372	0.4220166829
373	0.4218817562
374	0.4218384948
375	0.4216922493
376	0.4214777493
377	0.4214125124
378	0.421344759
379	0.4211978865
380	0.4211376642
381	0.4210122941
382	0.4208569987
383	0.4206351335
384	0.4204881589
385	0.4204505148
386	0.4203647954
387	0.4201857492
388	0.4199191562
389	0.4198917543
390	0.4198110064
391	0.4197696365
392	0.4197258416
393	0.4196346903
394	0.4195779719
395	0.4195018254
396	0.4194589233
397	0.4194058054
398	0.4191486413
399	0.4190841083
400	0.4188869163
401	0.4187659347
402	0.4186962693
403	0.4185212524
404	0.4184496364
405	0.4183801887
406	0.4183555905
407	0.4181194409
408	0.4180533314
409	0.417933866
410	0.4178094073
411	0.4177528552
412	0.4176692504
413	0.4176431229
414	0.4175353649
415	0.4174911458
416	0.4174482646
417	0.4173924806
418	0.4173077741
419	0.417088757
420	0.4170816876
421	0.4170636216
422	0.4169704778
423	0.4169092701
424	0.4168444247
425	0.4167756468
426	0.4167017759
427	0.4165855383
428	0.416487297
429	0.4164132515
430	0.4162815511
431	0.4160952557
432	0.4160524385
433	0.4159877309
434	0.4159442807
435	0.4158534843
436	0.4158266411
437	0.4157793636
438	0.4156100182
439	0.4155158746
440	0.4152112932
441	0.4151365732
442	0.4150640109
443	0.4149096459
444	0.414755781
445	0.4147204188
446	0.4144783836
447	0.4142657868
448	0.4141644727
449	0.4141347129
450	0.4140393525
451	0.4138357416
452	0.4136999053
453	0.413679353
454	0.4136102698
455	0.4134045775
456	0.4132427567
457	0.4131163526
458	0.4130600942
459	0.4127243564
460	0.4125125295
461	0.412481981
462	0.412469064
463	0.412320672
464	0.4121667874
465	0.4121361032
466	0.4119734687
467	0.4119345966
468	0.411845056
469	0.4118004947
470	0.4116779373
471	0.411650706
472	0.4116374983
473	0.4116097182
474	0.4114378272
475	0.411397877
476	0.4113718804
477	0.4112838542
478	0.4112327202
479	0.4112083807
480	0.4110860453
481	0.4109387393
482	0.4108451275
483	0.4107697693
484	0.4106885851
485	0.4106623403
486	0.4106307751
487	0.4104967543
488	0.4103923693
489	0.4103658215
490	0.4102137257
491	0.4101921958
492	0.4101599201
493	0.4100258894
494	0.4099300346
495	0.4098434778
496	0.4097881595
497	0.4096859109
498	0.4095856909
499	0.4094321699
500	0.4093367187
501	0.4091743101
502	0.4090166657
503	0.4088975115
504	0.4087589501
505	0.4086632435
506	0.4085275044
507	0.4084780083
508	0.4083397457
509	0.4082734446
510	0.4082126265
511	0.4081389271
512	0.4080813137
513	0.407996874
514	0.4079299076
515	0.4078516305
516	0.4077536124
517	0.4075809436
518	0.4075485667
519	0.4075324577
520	0.4074782303
521	0.4073404278
522	0.4072668872
523	0.40707833
524	0.4069820585
525	0.4068713965
526	0.4068396722
527	0.4068065944
528	0.4067461672
529	0.4067169596
530	0.4065328638
531	0.406454375
532	0.4063511728
533	0.4063062891
534	0.4062735733
535	0.4061391672
536	0.4060561661
537	0.4059958428
538	0.4058569646
539	0.4058157797
540	0.4056984604
541	0.4056079989
542	0.4055117673
543	0.4054139893
544	0.405348325
545	0.4053261061
546	0.4052978049
547	0.4051612487
548	0.4051040686
549	0.405066464
550	0.4049882127
551	0.4049699685
552	0.4048150411
553	0.4047852482
554	0.4045180824
555	0.4044856421
556	0.4044234296
557	0.4043133978
558	0.4042511389
559	0.4041620808
560	0.4041213855
561	0.4040842178
562	0.4040239535
563	0.4039879161
564	0.4038269769
565	0.4037553444
566	0.4035835765
567	0.4035591922
568	0.4035298645
569	0.4034602391
570	0.4032260192
571	0.403132007
572	0.4031256364
573	0.4030074685
574	0.4029316264
575	0.4028937067
576	0.402839532
577	0.4028262327
578	0.402806828
579	0.4027701045
580	0.4027220333
581	0.4026929943
582	0.4025340102
583	0.4024897406
584	0.4024442413
585	0.4024091536
586	0.4022718645
587	0.4022590799
588	0.4021929852
589	0.4021079448
590	0.4020857792
591	0.4020656
592	0.4020477313
593	0.401909916
594	0.4018514461
595	0.4018313787
596	0.4017493443
597	0.4016975196
598	0.4016292703
599	0.401570821
600	0.4015377637
601	0.4014739362
602	0.4014399345
603	0.4013686972
604	0.4013043968
605	0.4012205189
606	0.4012038867
607	0.4011701965
608	0.401118496
609	0.4010658093
610	0.401060598
611	0.4009709326
612	0.4008765488
613	0.4008244495
614	0.4007515419
615	0.400650388
616	0.4006272514
617	0.4005855873
618	0.400505888
619	0.4004339042
620	0.400398707
621	0.400376583
622	0.4003345676
623	0.4001951014
624	0.4001423649
625	0.4000930102
626	0.3999485004
627	0.3998097693
628	0.3997778509
629	0.399718119
630	0.3996383454
631	0.399610537
632	0.399568371
633	0.3994795278
634	0.3994674727
635	0.3991716543
636	0.399001604
637	0.3989474427
638	0.3987857373
639	0.3987805931
640	0.3987156897
641	0.3986916831
642	0.3986849224
643	0.3985493159
644	0.3984134606
645	0.3983778345
646	0.3983441124
647	0.3983075615
648	0.3982502355
649	0.3981392655
650	0.3980969819
651	0.3980811769
652	0.3980616255
653	0.3980395746
654	0.3980023063
655	0.3979878638
656	0.3978722951
657	0.3977047282
658	0.3976752535
659	0.3976224826
660	0.3975556055
661	0.3975397549
662	0.3974990983
663	0.3974249045
664	0.397398021
665	0.3973562771
666	0.3973372246
667	0.3972897583
668	0.3971625523
669	0.3969580034
670	0.3968228025
671	0.3967444944
672	0.3967122644
673	0.3966627529
674	0.3965749566
675	0.3964906438
676	0.3963569781
677	0.3962507306
678	0.3962370973
679	0.3961784527
680	0.3961489571
681	0.3960149775
682	0.3960065944
683	0.3959828642
684	0.395791139
685	0.3957494441
686	0.3956761705
687	0.3956333006
688	0.3955662138
689	0.3955425719
690	0.395507765
691	0.3954332387
692	0.3951829449
693	0.3951585764
694	0.3951180462
695	0.3950191807
696	0.3949261973
697	0.394783169
698	0.3946893967
699	0.3946048318
700	0.394572801
701	0.3945023849
702	0.3943901939
703	0.3943044124
704	0.3942862131
705	0.3942079366
706	0.394005954
707	0.3939319912
708	0.3938215901
709	0.3938180948
710	0.3937833938
711	0.393558707
712	0.3935340208
713	0.3933266046
714	0.3932367357
715	0.3931730892
716	0.3931689447
717	0.3931263193
718	0.3930983274
719	0.3930682405
720	0.3929465862
721	0.3929179933
722	0.3927878709
723	0.392726017
724	0.3926467081
725	0.3925807385
726	0.3925236306
727	0.3925130458
728	0.392462683
729	0.392405569
730	0.3923716461
731	0.392360202
732	0.392324184
733	0.3922855432
734	0.3921508844
735	0.3921425451
736	0.3921388808
737	0.3921047422
738	0.3920959966
739	0.3920247649
740	0.3919879906
741	0.3918664495
742	0.3918304547
743	0.39167942
744	0.3916727385
745	0.3916421136
746	0.391612592
747	0.3915506917
748	0.3915280918
749	0.3914901437
750	0.3914550626
751	0.3914494955
752	0.3914153055
753	0.3913465616
754	0.3913170766
755	0.3911710124
756	0.391144311
757	0.39114069
758	0.3910645055
759	0.3910072416
760	0.3909447602
761	0.390933643
762	0.3908264112
763	0.3907290119
764	0.3905990694
765	0.390575322
766	0.3905362799
767	0.390471446
768	0.3904626931
769	0.3903961939
770	0.3903642106
771	0.3903615419
772	0.3903233246
773	0.3902292885
774	0.3901314497
775	0.3901234378
776	0.389982409
777	0.3898620299
778	0.3898497516
779	0.3896793187
780	0.3896003255
781	0.3895459428
782	0.3895033344
783	0.3894884572
784	0.3892512987
785	0.3892043554
786	0.3891525484
787	0.3889750105
788	0.3888905518
789	0.3888489511
790	0.3887845348
791	0.3886822014
792	0.3886500109
793	0.3885842223
794	0.3885386515
795	0.3884508382
796	0.3883987508
797	0.388390054
798	0.3883599254
799	0.3882795469
