Brand,Vehicle_Type,Title,Fuel Type,Gear,Price,Year,Location,Mileage,Listing_URL
Toyota,Car,Toyota Prius 2011 Car,Hybrid,Automatic,"Rs. 9,450,000",2011,Kandy,"230,000 km",https://riyasewana.com/buy/toyota-prius-sale-kandy-12112892
Toyota,Car,Toyota Aqua Urban 2015 Car,Hybrid,Automatic,"Rs. 8,475,000",2015,Matara,"128,000 km",https://riyasewana.com/buy/toyota-aqua-urban-sale-matara-12112887
Toyota,Car,Toyota Prius S Led 2015 Car,Hybrid,Automatic,Negotiable,2015,Kadawatha,"14,900 km",https://riyasewana.com/buy/toyota-prius-s-sale-kadawatha-12112797
Suzuki,Car,Suzuki Spacia XS Custom 2025 Car,Hybrid,Automatic,"Rs. 9,500,000",2025,Kandy,"4,500 km",https://riyasewana.com/buy/suzuki-spacia-xs-sale-kandy-11866367
Suzuki,Car,Suzuki Wagon R Custom ZX 2026 Car,Hybrid,Automatic,"Rs. 9,200,000",2026,Negombo,,https://riyasewana.com/buy/suzuki-wagon-r-sale-negombo-11974830
Toyota,Car,Toyota Aqua S Limited 2013 Car,Hybrid,Automatic,Negotiable,2013,Nugegoda,1 km,https://riyasewana.com/buy/toyota-aqua-s-sale-nugegoda-12112585
Toyota,Car,Toyota Prius 2013 Car,Hybrid,Automatic,Negotiable,2013,Colombo,"175,000 km",https://riyasewana.com/buy/toyota-prius-sale-colombo-12112547
Toyota,Car,Toyota Prius 2013 Car,Hybrid,Automatic,"Rs. 11,000,000",2013,Kadawatha,"185,000 km",https://riyasewana.com/buy/toyota-prius-sale-kadawatha-12112421
Honda,Car,Honda Grace 2015 Car,Hybrid,Automatic,Negotiable,2015,Vavuniya,"195,000 km",https://riyasewana.com/buy/honda-grace-sale-vavuniya-12112377
Toyota,Car,Toyota Aqua G Grade 2013 Car,Hybrid,Automatic,"Rs. 7,900,000",2013,Matara,"220,000 km",https://riyasewana.com/buy/toyota-aqua-g-sale-matara-12112372
Suzuki,Car,Suzuki Wagon R 2018 Car,Hybrid,Automatic,Negotiable,2018,Kurunegala,"70,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-kurunegala-12112365
Toyota,Car,Toyota Aqua GS 2015 Car,Hybrid,Automatic,"Rs. 8,950,000",2015,Matara,"128,000 km",https://riyasewana.com/buy/toyota-aqua-gs-sale-matara-12112362
Honda,Car,Honda Fit GP5 2013 Car,Hybrid,Automatic,"Rs. 7,275,000",2013,Colombo,"100,000 km",https://riyasewana.com/buy/honda-fit-gp5-sale-colombo-12112181
Porsche,Car,Porsche Panamera S Hybrid 3L TWIN TURBO 2013 Car,Hybrid,Automatic,"Rs. 32,000,000",2013,Kelaniya,"63,000 km",https://riyasewana.com/buy/porsche-panamera-s-sale-kelaniya-12112099
Suzuki,Car,Suzuki Wagon R FZ 2014 Car,Hybrid,Automatic,"Rs. 5,800,000",2014,Haputale,"100,400 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-haputale-12112059
Toyota,Car,Toyota Sienta 2015 Car,Hybrid,Automatic,"Rs. 11,700,000",2015,Gampola,"105,000 km",https://riyasewana.com/buy/toyota-sienta-sale-gampola-12098705
Suzuki,Car,Suzuki SPACIA CUSTOMS XS 2024 Car,Hybrid,Automatic,"Rs. 9,350,000",2024,Colombo,1 km,https://riyasewana.com/buy/suzuki-spacia-customs-sale-colombo-12052453
Toyota,Car,Toyota Aqua 2014 Car,Hybrid,Automatic,"Rs. 8,050,000",2014,Kesbewa,"134,000 km",https://riyasewana.com/buy/toyota-aqua-sale-kesbewa-12087196
Toyota,Car,Toyota Axio WXB 2017 Car,Hybrid,Automatic,Negotiable,2017,Panadura,"93,631 km",https://riyasewana.com/buy/toyota-axio-wxb-sale-panadura-12111889
Suzuki,Car,Suzuki Wagon R Stingray 2016 Car,Hybrid,Automatic,"Rs. 6,200,000",2016,Matugama,"81,930 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-matugama-12111811
Suzuki,Car,Suzuki Wagon R FZ 2017 Car,Hybrid,Automatic,"Rs. 7,000,000",2017,Matara,"71,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-matara-12111808
Suzuki,Car,Suzuki Spacia CUSTOM XS 2026 Car,Hybrid,Automatic,Negotiable,2026,Ragama,"5,000 km",https://riyasewana.com/buy/suzuki-spacia-custom-sale-ragama-12111801
Honda,Car,Honda Fit GP5 2014 Car,Hybrid,Automatic,"Rs. 7,790,000",2014,Kesbewa,"112,000 km",https://riyasewana.com/buy/honda-fit-gp5-sale-kesbewa-12111725
Toyota,Car,Toyota Prius 2014 Car,Hybrid,Automatic,"Rs. 10,495,000",2014,Galle,"140,000 km",https://riyasewana.com/buy/toyota-prius-sale-galle-12111632
Suzuki,Car,Suzuki Wagon R Fx 2018 Car,Hybrid,Automatic,"Rs. 6,080,000",2018,Gampaha,,https://riyasewana.com/buy/suzuki-wagon-r-sale-gampaha-12111597
Honda,Car,Honda Fit GP5 L Grade 2015 Car,Hybrid,Automatic,"Rs. 8,100,000",2015,Kelaniya,"131,000 km",https://riyasewana.com/buy/honda-fit-gp5-sale-kelaniya-12111578
Toyota,Car,Toyota Axio G Grade 2017 Car,Hybrid,Automatic,Negotiable,2017,Kurunegala,"118,500 km",https://riyasewana.com/buy/toyota-axio-g-sale-kurunegala-12111483
Honda,Car,Honda Fit GP1 2012 Car,Hybrid,Automatic,"Rs. 6,975,000",2012,Gampaha,"175,000 km",https://riyasewana.com/buy/honda-fit-gp1-sale-gampaha-12111468
Honda,Car,Honda Fit GP1 2012 Car,Hybrid,Automatic,"Rs. 6,975,000",2012,Kandy,"175,000 km",https://riyasewana.com/buy/honda-fit-gp1-sale-kandy-12111433
Suzuki,Car,Suzuki Wagon R Stingray 2017 Car,Hybrid,Automatic,"Rs. 7,100,000",2017,Divulapitiya,"98,103 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-divulapitiya-12111354
BMW,Car,BMW 535i 2014 Car,Hybrid,Automatic,"Rs. 19,900,000",2014,Kandy,"133,000 km",https://riyasewana.com/buy/bmw-535i-sale-kandy-12111336
Toyota,Car,Toyota Axio WXB 2016 Car,Hybrid,Automatic,"Rs. 11,790,000",2016,Homagama,"140,000 km",https://riyasewana.com/buy/toyota-axio-wxb-sale-homagama-12111232
Suzuki,Car,Suzuki Wagon R FZ Premium 2018 Car,Hybrid,Automatic,"Rs. 7,150,000",2018,Kiribathgoda,"60,010 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-kiribathgoda-12111208
Suzuki,Car,Suzuki Wagon R 2014 Car,Hybrid,Automatic,"Rs. 5,690,000",2014,Kandana,"139,234 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-kandana-12111190
Toyota,Car,Toyota Sienta 2016 Car,Hybrid,Automatic,"Rs. 12,500,000",2016,Colombo,"97,136 km",https://riyasewana.com/buy/toyota-sienta-sale-colombo-12111101
Honda,Car,Honda Grace 2016 Car,Hybrid,Automatic,"Rs. 9,490,000",2016,Kurunegala,"155,000 km",https://riyasewana.com/buy/honda-grace-sale-kurunegala-12111098
Suzuki,Car,Suzuki Spacia 2025 Car,Hybrid,Automatic,"Rs. 7,850,000",2025,Kadawatha,"5,000 km",https://riyasewana.com/buy/suzuki-spacia-sale-kadawatha-12111095
Toyota,Car,Toyota Axio 2024 Car,Hybrid,Automatic,"Rs. 15,500,000",2024,Colombo,"8,200 km",https://riyasewana.com/buy/toyota-axio-sale-colombo-12111093
Toyota,Car,Toyota Prius G Grade 2014 Car,Hybrid,Automatic,Negotiable,2014,Anuradapura,"112,000 km",https://riyasewana.com/buy/toyota-prius-g-sale-anuradapura-12111060
Toyota,Car,Toyota Aqua 2014 Car,Hybrid,Automatic,"Rs. 8,000,000",2014,Ambalangoda,"87,100 km",https://riyasewana.com/buy/toyota-aqua-sale-ambalangoda-12111014
Suzuki,Car,Suzuki Wagon R FZ SAFETY 2017 Car,Hybrid,Automatic,"Rs. 6,850,000",2017,Kottawa,"92,500 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-kottawa-12110860
Suzuki,Car,Suzuki Wagon R FZ 2017 Car,Hybrid,Automatic,Negotiable,2017,Panadura,"99,600 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-panadura-12110851
Suzuki,Car,Suzuki Wagon R Stingray J Style 2015 Car,Hybrid,Automatic,"Rs. 5,890,000",2015,Minuwangoda,"120,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-minuwangoda-12110820
Suzuki,Car,Suzuki Alto 2024 Car,Hybrid,Automatic,Negotiable,2024,Ratnapura,"12,000 km",https://riyasewana.com/buy/suzuki-alto-sale-ratnapura-12097859
Honda,Car,Honda Fit Shuttle 2013 Car,Hybrid,Automatic,"Rs. 9,750,000",2013,Colombo,"142,000 km",https://riyasewana.com/buy/honda-fit-shuttle-sale-colombo-12110694
Toyota,Car,Toyota Axio 2016 Car,Hybrid,Automatic,Negotiable,2016,Jaffna,"115,000 km",https://riyasewana.com/buy/toyota-axio-sale-jaffna-12110646
Suzuki,Car,Suzuki Wagon R FZ 2018 Car,Hybrid,Automatic,"Rs. 6,575,000",2018,Gampaha,"89,942 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-gampaha-12110641
Toyota,Car,Toyota Axio 2015 Car,Hybrid,Automatic,"Rs. 10,500,000",2015,Moratuwa,"120,000 km",https://riyasewana.com/buy/toyota-axio-sale-moratuwa-12110596
Toyota,Car,Toyota Aqua 2013 Car,Hybrid,Automatic,"Rs. 7,300,000",2013,Gampaha,"129,000 km",https://riyasewana.com/buy/toyota-aqua-sale-gampaha-12110588
Nissan,Car,Nissan DAYZ HIGHWAY STAR TURBO G GRADE 2019 Car,Hybrid,Automatic,Negotiable,2019,Panadura,"68,000 km",https://riyasewana.com/buy/nissan-dayz-highway-sale-panadura-12110565
Nissan,Car,Nissan DAYZ Highway Star 2025 Car,Hybrid,Automatic,"Rs. 8,490,000",2025,Battaramulla,"4,000 km",https://riyasewana.com/buy/nissan-dayz-highway-sale-battaramulla-11791032
Suzuki,Car,Suzuki Wagon R ZX Custom 2026 Car,Hybrid,Automatic,"Rs. 9,295,000",2026,Colombo,700 km,https://riyasewana.com/buy/suzuki-wagon-r-sale-colombo-11797943
Honda,Car,Honda Fit GP1 2013 Car,Hybrid,Automatic,"Rs. 6,650,000",2013,Colombo,"124,000 km",https://riyasewana.com/buy/honda-fit-gp1-sale-colombo-12110503
Honda,Car,Honda Fit GP5 L Grade 2015 Car,Hybrid,Automatic,"Rs. 7,950,000",2015,Negombo,"120,000 km",https://riyasewana.com/buy/honda-fit-gp5-sale-negombo-12110499
Toyota,Car,Toyota Aqua Urban Body 2015 Car,Hybrid,Automatic,"Rs. 9,150,000",2015,Kesbewa,"113,922 km",https://riyasewana.com/buy/toyota-aqua-urban-sale-kesbewa-12110495
Toyota,Car,Toyota Axio 2014 Car,Hybrid,Automatic,"Rs. 8,750,000",2014,Pannipitiya,"134,320 km",https://riyasewana.com/buy/toyota-axio-sale-pannipitiya-12110478
Nissan,Car,Nissan Roox 2025 Car,Hybrid,Automatic,"Rs. 8,350,000",2025,Colombo,"8,000 km",https://riyasewana.com/buy/nissan-roox-sale-colombo-12091690
Toyota,Car,Toyota Aqua 2016 Car,Hybrid,Automatic,"Rs. 7,800,000",2016,Colombo,"180,000 km",https://riyasewana.com/buy/toyota-aqua-sale-colombo-12110444
Honda,Car,Honda Civic 2019 Car,Hybrid,Automatic,"Rs. 11,950,000",2019,Colombo,"125,253 km",https://riyasewana.com/buy/honda-civic-sale-colombo-12110415
Honda,Car,Honda FIT Gp4 2013 Car,Hybrid,Automatic,Negotiable,2013,Galle,"147,000 km",https://riyasewana.com/buy/honda-fit-gp4-sale-galle-12110281
Honda,Car,Honda FIT Shuttle 2014 Car,Hybrid,Automatic,"Rs. 8,600,000",2014,Ja-Ela,"210,000 km",https://riyasewana.com/buy/honda-fit-shuttle-sale-ja-ela-12110274
Toyota,Car,Toyota Aqua 2014 Car,Hybrid,Automatic,"Rs. 8,025,000",2014,Minuwangoda,"130,000 km",https://riyasewana.com/buy/toyota-aqua-sale-minuwangoda-12110232
Toyota,Car,Toyota Prius 2015 Car,Hybrid,Automatic,"Rs. 11,800,000",2015,Matara,"201,265 km",https://riyasewana.com/buy/toyota-prius-sale-matara-12110208
Suzuki,Car,Suzuki Wagon R FX 2016 Car,Hybrid,Automatic,Negotiable,2016,Matara,228 km,https://riyasewana.com/buy/suzuki-wagon-r-sale-matara-12110178
Suzuki,Car,Suzuki Spacia 2025 Car,Hybrid,Automatic,"Rs. 10,350,000",2025,Piliyandala,5 km,https://riyasewana.com/buy/suzuki-spacia-sale-piliyandala-12110088
Toyota,Car,Toyota Corolla 141 2014 Car,Hybrid,Automatic,Negotiable,2014,Kandy,"128,000 km",https://riyasewana.com/buy/toyota-corolla-141-sale-kandy-12110048
Suzuki,Car,Suzuki Spacia Xs Custom 2018 Car,Hybrid,Automatic,"Rs. 7,650,000",2018,Horana,"153,000 km",https://riyasewana.com/buy/suzuki-spacia-xs-sale-horana-12110045
Suzuki,Car,Suzuki Wagon R Stingray 2016 Car,Hybrid,Automatic,"Rs. 6,275,000",2016,Ragama,"140,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-ragama-12110042
Suzuki,Car,Suzuki Wagon R FZ SAFETY 2017 Car,Hybrid,Automatic,Negotiable,2017,Panadura,"112,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-panadura-12109831
Toyota,Car,Toyota Prius 2013 Car,Hybrid,Automatic,Negotiable,2013,Matara,143 km,https://riyasewana.com/buy/toyota-prius-sale-matara-12109820
Suzuki,Car,Suzuki Wagon R Stingray 2017 Car,Hybrid,Automatic,Negotiable,2017,Battaramulla,"110,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-battaramulla-12109799
Suzuki,Car,Suzuki Spacia 2015 Car,Hybrid,Automatic,"Rs. 5,725,000",2015,Piliyandala,"105,000 km",https://riyasewana.com/buy/suzuki-spacia-sale-piliyandala-12109794
Toyota,Car,Toyota Aqua 2014 Car,Hybrid,Automatic,"Rs. 8,250,000",2014,Ja-Ela,"111,096 km",https://riyasewana.com/buy/toyota-aqua-sale-ja-ela-11901020
Honda,Car,Honda Insight 2010 Car,Hybrid,Automatic,"Rs. 7,750,000",2010,Matugama,"291,660 km",https://riyasewana.com/buy/honda-insight-sale-matugama-12109723
Toyota,Car,Toyota Axio G 2015 Car,Hybrid,Automatic,Negotiable,2015,Boralesgamuwa,"174,000 km",https://riyasewana.com/buy/toyota-axio-g-sale-boralesgamuwa-12109595
Honda,Car,Honda Freed 2013 Car,Hybrid,Automatic,"Rs. 8,690,000",2013,Boralesgamuwa,"160,000 km",https://riyasewana.com/buy/honda-freed-sale-boralesgamuwa-12109580
Suzuki,Car,Suzuki Wagon R FX 2015 Car,Hybrid,Automatic,Negotiable,2015,Colombo,"125,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-colombo-12109541
Suzuki,Car,Suzuki Wagon R FZ 2017 Car,Hybrid,Automatic,"Rs. 6,850,000",2017,Malabe,"91,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-malabe-12109457
Honda,Car,Honda FIT GP5 2014 Car,Hybrid,Automatic,Negotiable,2014,Kottawa,1 km,https://riyasewana.com/buy/honda-fit-gp5-sale-kottawa-12109455
Toyota,Car,Toyota Aqua G Limited 2012 Car,Hybrid,Automatic,"Rs. 7,675,000",2012,Kalutara,"97,000 km",https://riyasewana.com/buy/toyota-aqua-g-sale-kalutara-12109405
Toyota,Car,Toyota Aqua 2013 Car,Hybrid,Automatic,"Rs. 6,890,000",2013,Kurunegala,"173,000 km",https://riyasewana.com/buy/toyota-aqua-sale-kurunegala-12109222
Suzuki,Car,Suzuki Wagon R FZ Safety 2014 Car,Hybrid,Automatic,"Rs. 5,725,000",2014,Piliyandala,"118,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-piliyandala-12109213
Suzuki,Car,Suzuki Wagon R Stingray 2015 Car,Hybrid,Automatic,"Rs. 5,790,000",2015,Gampaha,"123,450 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-gampaha-12109205
Honda,Car,Honda FIT GP5 S Grade Safety 2013 Car,Hybrid,Automatic,"Rs. 8,200,000",2013,Homagama,"123,000 km",https://riyasewana.com/buy/honda-fit-gp5-sale-homagama-12018497
Toyota,Car,Toyota AQUA S GRADE 2014 Car,Hybrid,Automatic,Negotiable,2014,Trincomalee,"146,000 km",https://riyasewana.com/buy/toyota-aqua-s-sale-trincomalee-12109109
Honda,Car,Honda Fit GP1 2011 Car,Hybrid,Automatic,"Rs. 6,590,000",2011,Kaduwela,"121,000 km",https://riyasewana.com/buy/honda-fit-gp1-sale-kaduwela-12109071
Toyota,Car,Toyota Prius 2011 Car,Hybrid,Automatic,"Rs. 9,600,000",2011,Kottawa,"186,000 km",https://riyasewana.com/buy/toyota-prius-sale-kottawa-12108975
Suzuki,Car,Suzuki Wagon R FX 2017 Car,Hybrid,Automatic,"Rs. 6,100,000",2017,Kiribathgoda,"168,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-kiribathgoda-12108972
Toyota,Car,Toyota Axio 2015 Car,Hybrid,Automatic,"Rs. 11,200,000",2015,Gampaha,"100,000 km",https://riyasewana.com/buy/toyota-axio-sale-gampaha-12108804
Fiat,Car,Fiat GP 1 2013 Car,Hybrid,Automatic,"Rs. 6,575,000",2013,Colombo,110 km,https://riyasewana.com/buy/fiat-gp-1-sale-colombo-12108782
Suzuki,Car,Suzuki Wagon R Stingray 2017 Car,Hybrid,Automatic,"Rs. 7,190,000",2017,Maharagama,"90,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-maharagama-12108751
Toyota,Car,Toyota Prius 2012 Car,Hybrid,Automatic,"Rs. 9,750,000",2012,Ja-Ela,"220,000 km",https://riyasewana.com/buy/toyota-prius-sale-ja-ela-12108681
Suzuki,Car,Suzuki Wagon R Custom 2026 Car,Hybrid,Automatic,Negotiable,2026,Nittambuwa,,https://riyasewana.com/buy/suzuki-wagon-r-sale-nittambuwa-11820599
Suzuki,Car,Suzuki Wagon R 2015 Car,Hybrid,Automatic,"Rs. 5,975,000",2015,Galle,"90,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-galle-12108525
Honda,Car,Honda Fit GP5 S-Grade Safety 2016 Car,Hybrid,Automatic,Negotiable,2016,Kandy,"88,940 km",https://riyasewana.com/buy/honda-fit-gp5-sale-kandy-12108510
Toyota,Car,Toyota Aqua X Urban 2016 Car,Hybrid,Automatic,"Rs. 8,875,000",2016,Kurunegala,"150,000 km",https://riyasewana.com/buy/toyota-aqua-x-sale-kurunegala-12108501
Honda,Car,Honda Fit GP5 S-Grade Safety 2016 Car,Hybrid,Automatic,"Rs. 8,875,000",2016,Kurunegala,"88,940 km",https://riyasewana.com/buy/honda-fit-gp5-sale-kurunegala-12108489
Toyota,Car,Toyota Aqua 2012 Car,Hybrid,Automatic,"Rs. 7,275,000",2012,Colombo,"230,000 km",https://riyasewana.com/buy/toyota-aqua-sale-colombo-12108428
Honda,Car,Honda Fit GP1 2012 Car,Hybrid,Automatic,"Rs. 6,600,000",2012,Divulapitiya,"215,000 km",https://riyasewana.com/buy/honda-fit-gp1-sale-divulapitiya-12108364
Suzuki,Car,Suzuki Wagon R FX 2018 Car,Hybrid,Automatic,"Rs. 6,350,000",2018,Homagama,"98,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-homagama-12108261
Audi,Car,Audi A6 2014 Car,Hybrid,Automatic,"Rs. 12,950,000",2014,Colombo,"96,000 km",https://riyasewana.com/buy/audi-a6-sale-colombo-12108126
Honda,Car,Honda Fit GP5 2014 Car,Hybrid,Automatic,"Rs. 8,250,000",2014,Boralesgamuwa,"168,000 km",https://riyasewana.com/buy/honda-fit-gp5-sale-boralesgamuwa-11824297
Toyota,Car,Toyota Axio Hybrid 2014 Car,Hybrid,Automatic,Negotiable,2014,Eheliyagoda,189 km,https://riyasewana.com/buy/toyota-axio-hybrid-sale-eheliyagoda-12108043
Toyota,Car,Toyota Prius S Grade 2008 Car,Hybrid,Automatic,Negotiable,2008,Eheliyagoda,3 km,https://riyasewana.com/buy/toyota-prius-s-sale-eheliyagoda-12107922
Toyota,Car,Toyota Aqua G Limited 2015 Car,Hybrid,Automatic,"Rs. 7,675,000",2015,Kurunegala,"147,000 km",https://riyasewana.com/buy/toyota-aqua-g-sale-kurunegala-12107916
Suzuki,Car,Suzuki Wagon R FZ 2015 Car,Hybrid,Automatic,"Rs. 5,590,000",2015,Hanwella,"133,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-hanwella-12107881
Suzuki,Car,Suzuki Wagon R FZ 2018 Car,Hybrid,Automatic,"Rs. 7,250,000",2018,Nittambuwa,"60,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-nittambuwa-12107770
Suzuki,Car,Suzuki Wagon R Stingray J Style 2015 Car,Hybrid,Automatic,"Rs. 6,375,000",2015,Homagama,"65,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-homagama-12107645
Suzuki,Car,Suzuki Wagon R FZ 2018 Car,Hybrid,Automatic,"Rs. 7,190,000",2018,Badulla,"76,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-badulla-12107495
Suzuki,Car,Suzuki Wagon R Stingray J Style 2015 Car,Hybrid,Automatic,"Rs. 6,250,000",2015,Nittambuwa,"126,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-nittambuwa-12107487
Suzuki,Car,Suzuki Wagon R FX 2023 Car,Hybrid,Automatic,"Rs. 8,300,000",2023,Kadawatha,"15,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-kadawatha-12107315
Nissan,Car,Nissan Dayz Highway Stat Propilot 2025 Car,Hybrid,Automatic,Negotiable,2025,Kandy,"3,500 km",https://riyasewana.com/buy/nissan-dayz-highway-sale-kandy-12107306
Toyota,Car,Toyota Prius 2012 Car,Hybrid,Automatic,"Rs. 11,550,000",2012,Moneragala,"180,000 km",https://riyasewana.com/buy/toyota-prius-sale-moneragala-12107175
Toyota,Car,Toyota Prius 2011 Car,Hybrid,Automatic,Negotiable,2011,Horana,"163,000 km",https://riyasewana.com/buy/toyota-prius-sale-horana-12107082
Suzuki,Car,Suzuki Wagon R Fz 2018 Car,Hybrid,Automatic,"Rs. 7,000,000",2018,Puttalam,"101,934 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-puttalam-12106997
Honda,Car,Honda Insight 2009 Car,Hybrid,Automatic,"Rs. 6,600,000",2009,Ragama,"181,000 km",https://riyasewana.com/buy/honda-insight-sale-ragama-12106928
Toyota,Car,Toyota Prius 2nd Gen 2011 Car,Hybrid,Automatic,"Rs. 8,500,000",2011,Battaramulla,"160,000 km",https://riyasewana.com/buy/toyota-prius-2nd-sale-battaramulla-12106758
Suzuki,Car,Suzuki Wagon R ZX Hybrid Custom 2026 Car,Hybrid,Automatic,Negotiable,2026,Kandy,,https://riyasewana.com/buy/suzuki-wagon-r-sale-kandy-12106713
Suzuki,Car,Suzuki Wagon R 2018 Car,Hybrid,Automatic,Negotiable,2018,Colombo,"82,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-colombo-12106676
Toyota,Car,Toyota Aqua Urban G Grade 2016 Car,Hybrid,Automatic,"Rs. 8,650,000",2016,Nittambuwa,"85,000 km",https://riyasewana.com/buy/toyota-aqua-urban-sale-nittambuwa-12106664
Honda,Car,Honda Fit GP1 2011 Car,Hybrid,Automatic,"Rs. 6,450,000",2011,Mawanella,"179,000 km",https://riyasewana.com/buy/honda-fit-gp1-sale-mawanella-12106642
Suzuki,Car,Suzuki Spacia G 2024 Car,Hybrid,Automatic,"Rs. 7,585,000",2024,Marawila,"55,000 km",https://riyasewana.com/buy/suzuki-spacia-g-sale-marawila-12106573
Toyota,Car,Toyota Camry 2012 Car,Hybrid,Automatic,"Rs. 13,500,000",2012,Badulla,"95,000 km",https://riyasewana.com/buy/toyota-camry-sale-badulla-12106554
Toyota,Car,Toyota Aqua S GRADE 2014 Car,Hybrid,Automatic,Negotiable,2014,Dankotuwa,"151,000 km",https://riyasewana.com/buy/toyota-aqua-s-sale-dankotuwa-12106392
Suzuki,Car,Suzuki Spacia Custom Xs 2025 Car,Hybrid,Automatic,"Rs. 10,250,000",2025,Kotte,,https://riyasewana.com/buy/suzuki-spacia-custom-sale-kotte-12106222
Suzuki,Car,Suzuki SPACIA CUSTOM XS TURBO 2024 Car,Hybrid,Automatic,Negotiable,2024,Gampaha,,https://riyasewana.com/buy/suzuki-spacia-custom-sale-gampaha-12106218
Toyota,Car,Toyota Axio 2018 Car,Hybrid,Automatic,"Rs. 12,990,000",2018,Puttalam,"192,000 km",https://riyasewana.com/buy/toyota-axio-sale-puttalam-12106152
Nissan,Car,Nissan Dayz Highway Star 2024 Car,Hybrid,Automatic,Negotiable,2024,Mirigama,"3,900 km",https://riyasewana.com/buy/nissan-dayz-highway-sale-mirigama-12106096
Honda,Car,Honda Grace EX 2015 Car,Hybrid,Automatic,"Rs. 9,390,000",2015,Boralesgamuwa,"130,000 km",https://riyasewana.com/buy/honda-grace-ex-sale-boralesgamuwa-12106043
Honda,Car,Honda Fit GP5 S Grade 2015 Car,Hybrid,Automatic,"Rs. 8,325,000",2015,Ampara,"76,000 km",https://riyasewana.com/buy/honda-fit-gp5-sale-ampara-12106029
Suzuki,Car,Suzuki Wagon R FZ 2018 Car,Hybrid,Automatic,"Rs. 6,650,000",2018,Kurunegala,"138,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-kurunegala-12105998
Suzuki,Car,Suzuki Wagon R FZ 2017 Car,Hybrid,Automatic,"Rs. 6,650,000",2017,Panadura,"118,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-panadura-12007673
Honda,Car,Honda Fit GP5 2013 Car,Hybrid,Automatic,"Rs. 8,590,000",2013,Boralesgamuwa,"48,000 km",https://riyasewana.com/buy/honda-fit-gp5-sale-boralesgamuwa-12105920
Toyota,Car,Toyota Aqua 2014 Car,Hybrid,Automatic,"Rs. 7,800,000",2014,Piliyandala,"140,000 km",https://riyasewana.com/buy/toyota-aqua-sale-piliyandala-12105917
Honda,Car,Honda Grace 2016 Car,Hybrid,Automatic,"Rs. 9,700,000",2016,Colombo,"152,000 km",https://riyasewana.com/buy/honda-grace-sale-colombo-12105902
Suzuki,Car,Suzuki Wagon R FZ 2017 Car,Hybrid,Automatic,"Rs. 6,750,000",2017,Panadura,"106,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-panadura-12105883
BMW,Car,BMW I8 2019 Car,Hybrid,Automatic,"Rs. 37,500,000",2019,Colombo,"42,100 km",https://riyasewana.com/buy/bmw-i8-sale-colombo-11897246
Nissan,Car,Nissan Dayz Highway Star X Propilot 2026 Car,Hybrid,Automatic,Negotiable,2026,Horana,700 km,https://riyasewana.com/buy/nissan-dayz-highway-sale-horana-12105842
Toyota,Car,Toyota Prius 2011 Car,Hybrid,Automatic,"Rs. 8,975,000",2011,Horana,"180,000 km",https://riyasewana.com/buy/toyota-prius-sale-horana-12105799
Suzuki,Car,Suzuki Wagon R FZ 2018 Car,Hybrid,Automatic,"Rs. 6,525,000",2018,Ratnapura,"98,500 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-ratnapura-12105771
