title,Brand_Cleaned,Model_Cleaned,CPU_Cleaned,Generation_Cleaned,RAM_GB,Storage_Capacity_GB,Storage_Type,GPU_Tier,Is_Touchscreen,Condition_Cleaned,Location_Cleaned,Price_Cleaned
HP ZBook Firefly 14 G7 Core i5 10th GEN 16GB / 256GB Laptop,Hp,Zbook,Core i5,10,8.0,256.0,SSD,Integrated,0,Used,Colombo,109990.0
Dell Latitude 5520 Core i5-1145G7 11th Gen 15.6-inch Laptop,Dell,Latitude,Core i5,11,8.0,256.0,SSD,Integrated,0,Used,Colombo,107990.0
HP Pavilion 15 Notebook Core i7,Hp,Pavilion,Core i7,8,16.0,512.0,SSD,Integrated,0,Used,Colombo,65000.0
16GB | 512GB Lenovo ThinkPad Core i5 1135G7 11th GEN Laptop,Lenovo,Thinkpad,Core i5,11,8.0,256.0,SSD,Integrated,0,Used,Colombo,109990.0
Microsoft Surface Go Core i5 Touch Display Laptop 16GB / 256GB,Microsoft,Surface Go,Core i5,8,8.0,256.0,SSD,Integrated,1,Used,Colombo,119990.0
Dell Latitude 5420 / i5 11th Gen 256GB SSD 8GB RAM,Dell,Latitude,Core i5,11,8.0,256.0,SSD,Integrated,0,Used,Colombo,82000.0
12th GEN Dell Latitude 5530 Core i5 1245U 15.6-inch Laptop,Dell,Latitude,Core i5,12,8.0,256.0,SSD,Integrated,0,Used,Colombo,125000.0
32GB RAM / 512GB NVME Dell Latitude 7420 Core i7 11th GEN Laptop,Dell,Latitude,Core i7,11,32.0,512.0,SSD,Integrated,0,Used,Colombo,137990.0
HP EliteBook 745 G6 – Ryzen 5 Pro | 2GB VGA,Hp,Elitebook,Ryzen 5,8,8.0,256.0,SSD,Integrated,0,Used,Colombo,88000.0
Dell Latitude 7420 – i5 11th Gen | 16GB RAM 256GB SSD,Dell,Latitude,Core i5,11,16.0,256.0,SSD,Integrated,0,Used,Colombo,94500.0
Asus Vivobook X512F - i5 8th Gen,Asus,Vivobook,Core i5,8,8.0,256.0,SSD,Integrated,0,Used,Other,63500.0
"Vivobook_Asus13th Gen, I3",Asus,Vivobook,Core i3,13,8.0,256.0,SSD,Integrated,0,Used,Colombo,120000.0
Huawei Matebook X Pro,Huawei,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Gampaha,145000.0
Dell Latitude Intel I5 core Laptop (Used),Dell,Latitude,Core i5,8,8.0,256.0,SSD,Integrated,0,Used,Badulla,65000.0
Toshiba Laptop,Toshiba,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,20000.0
TUF A16 Advantage Edition FA617NSR,Other,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Gampaha,235000.0
Samsung Laptop,Samsung,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Gampaha,38000.0
Apple MacBook Pro,Apple,Macbook Pro,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Other,65000.0
Core i3 Laptop,Other,Standard / Other,Core i3,8,8.0,256.0,SSD,Integrated,0,Used,Colombo,54000.0
Dell Inspiron 15 3520 Laptop,Dell,Inspiron,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Other,130000.0
Acer Laptop,Acer,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Jaffna,48000.0
HP Pavilion Laptop,Hp,Pavilion,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,80000.0
Dell inspiron,Dell,Inspiron,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Anuradhapura,45000.0
Lenovo Thinkpad T470 i5 6th GEN 8GB RAM 256GB SSD,Lenovo,Thinkpad,Core i5,6,8.0,256.0,SSD,Integrated,0,Used,Colombo,54800.0
Dell i7 6th GEN 16GB RAM 256GB SSD Latitude Laptop,Dell,Latitude,Core i7,6,16.0,256.0,SSD,Integrated,0,Used,Colombo,73500.0
Dell Latitude 5400 i7 8th GEN 16GB RAM Laptop,Dell,Latitude,Core i7,8,16.0,512.0,SSD,Integrated,0,Used,Colombo,83500.0
HP EliteBook i7 12th GEN 16GB 512GB SSD,Hp,Elitebook,Core i7,12,16.0,512.0,SSD,Integrated,0,Used,Gampaha,157000.0
HP250 G9 Notebook,Hp,Notebook,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Kandy,100000.0
Acer Aspire 5 A514| i7 12th GEN | 40GB RAM 512GB NVME|MX 550 VGA,Acer,Aspire,Core i7,12,16.0,512.0,SSD,Integrated,0,Used,Colombo,197990.0
Lenovo ThinkCentre M800/M900 SFF Core i5 6th Gen 8GB DDR4 256GB SSD,Lenovo,Standard / Other,Core i5,6,8.0,256.0,SSD,Integrated,0,Used,Colombo,49500.0
Lenovo ThinkCentre M800/M900 SFF Core i3 6th Gen 4GB DDR4 500GB HDD,Lenovo,Standard / Other,Core i3,6,4.0,256.0,HDD,Integrated,0,Used,Colombo,27500.0
Asus i5 13th Gen Expertbook PX562CV 1TB SSD NVMe 16GB 15.6 FHD IPS,Asus,Expertbook,Core i5,13,8.0,1024.0,SSD,Integrated,0,Used,Colombo,165000.0
HP Elitebook 840 G3 I5 7th Gen,Hp,Elitebook,Core i5,7,8.0,256.0,SSD,Integrated,0,Used,Kalutara,49000.0
Asus TUF A15 Ryzen 7-6800Hs RTX™ 3050 Ti / 4GB 8GB DDR5 Ram 512GB NVMe,Asus,Tuf,Ryzen 7,8,16.0,512.0,SSD,Integrated,0,Used,Colombo,229000.0
Samsung i7 8th Gen NVME Laptop,Samsung,Standard / Other,Core i7,8,16.0,512.0,SSD,Integrated,0,Used,Matara,95000.0
Lenovo Ideapad 3 15ITL6 Core i5 1135G7 11th GEN NVIDIA MX350 VGA,Lenovo,Ideapad,Core i5,11,8.0,256.0,SSD,Other Dedicated,0,Used,Kalutara,119990.0
HP Pavilion i7 6gen 2gb vga,Hp,Pavilion,Core i7,6,16.0,512.0,SSD,Integrated,0,Used,Kandy,89000.0
Acer nitro 5 gaming lap 4gb vga,Acer,Nitro,Other / Dual Core,8,4.0,256.0,SSD,Other Dedicated,0,Used,Kandy,140000.0
laptop,Other,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Other,78000.0
HP ProBook 650 G1,Hp,Probook,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Badulla,52000.0
Apple MacBook Air M4 256GB,Apple,Macbook Air,Apple M4,15,16.0,512.0,SSD,Integrated,0,Used,Galle,310000.0
Macbook M2 Air 8GB512GB 13”,Apple,Macbook,Apple M2,13,16.0,512.0,SSD,Integrated,0,Used,Colombo,239900.0
Apple MacBook Air M2 – A2681 Excellent Condition,Apple,Macbook Air,Apple M2,13,16.0,512.0,SSD,Integrated,0,Used,Colombo,235000.0
Acer Aspire A315-59 Core i3 1215U–12th GEN 8GB RAM 128GB NVME+1TB HDD,Acer,Aspire,Core i3,12,8.0,128.0,SSD,Integrated,0,Used,Ratnapura,97990.0
Lenovo Laptop 8GB 500GB,Lenovo,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,29500.0
ThinkPad T14s 16GB Backlit Keyboard 11th Gen HD Screen,Other,Standard / Other,Other / Dual Core,11,4.0,256.0,SSD,Integrated,0,Used,Colombo,109500.0
HP ProBook 450 G5 | Intel Core i5-8250U 8th Gen 8GB RAM 256GB SSD,Hp,Probook,Core i5,8,8.0,256.0,SSD,Integrated,0,Used,Colombo,73000.0
HP ProBook 420 G5 Laptop,Hp,Probook,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Other,80000.0
HP ProBook 450 G9|Intel Core i5 12th Gen|8GB RAM|256GB NVMe SSD,Hp,Probook,Core i5,12,8.0,256.0,SSD,Integrated,0,Used,Colombo,135000.0
Dell Latitude 5400 I5 8th Gen 8GB RAM 256GB SSD,Dell,Latitude,Core i5,8,8.0,256.0,SSD,Integrated,0,Used,Colombo,68400.0
Lenovo Thinkpad T470 I5 6th Gen Laptop,Lenovo,Thinkpad,Core i5,6,8.0,256.0,SSD,Integrated,0,Used,Colombo,45800.0
HP Elitebook i7 11Gen 16/512GB 15.6”FHD,Hp,Elitebook,Core i7,11,16.0,512.0,SSD,Integrated,0,Used,Other,138000.0
Dell Latitude 5490,Dell,Latitude,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Anuradhapura,90000.0
Lenovo IdeaPad 3 Core i3 11th Gen 4GB RAM Windows 11 Pro,Lenovo,Ideapad,Core i3,11,4.0,256.0,SSD,Integrated,0,Used,Other,100000.0
Lenovo Thinkpad T14 i5 11th Gen 16GB RAM DDR4 Xe Graphics,Lenovo,Thinkpad,Core i5,11,16.0,256.0,SSD,Other Dedicated,0,Used,Colombo,115000.0
Acer Aspire 3,Acer,Aspire,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Jaffna,65000.0
HP i3 12th GEN,Hp,Standard / Other,Core i3,12,8.0,256.0,SSD,Integrated,0,Used,Colombo,76000.0
Lenovo i5 12th GEN Laptop 8GB RAM,Lenovo,Standard / Other,Core i5,12,8.0,256.0,SSD,Integrated,0,Used,Colombo,115500.0
Dell i5 10th Gen Laptop,Dell,Standard / Other,Core i5,10,8.0,256.0,SSD,Integrated,0,Used,Gampaha,86000.0
ACER LAPTOP I5 8TH GEN,Acer,Standard / Other,Core i5,8,8.0,256.0,SSD,Integrated,0,Used,Kurunegala,65000.0
Dell i3 7th gen,Dell,Standard / Other,Core i3,7,8.0,256.0,SSD,Integrated,0,Used,Matara,39500.0
Asus Vivobook i3 13th Gen Laptop,Asus,Vivobook,Core i3,13,8.0,256.0,SSD,Integrated,0,Used,Jaffna,87500.0
Asus Laptop,Asus,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Galle,70000.0
Dell Inspiron 15 3505 11 Gen,Dell,Inspiron,Other / Dual Core,11,4.0,256.0,SSD,Integrated,0,Used,Colombo,165000.0
Asus Core i7 12th Gen | RTX 3050 16GB RAM 1TB SSD,Asus,Standard / Other,Core i7,12,16.0,1024.0,SSD,RTX 30-Series,0,Used,Other,249000.0
Singer Intel Celeron Laptop 8GB/512GB,Other,Standard / Other,Celeron,8,4.0,256.0,SSD,Integrated,0,Used,Kandy,18000.0
MacBook 11 inch,Apple,Macbook,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Kandy,37000.0
Asus Laptop X540S,Asus,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,25000.0
Intel Core i3 8th Gen RAM 8GB 256GB SSD Laptop,Other,Standard / Other,Core i3,8,8.0,256.0,SSD,Integrated,0,Used,Batticaloa,60000.0
"HP 15.6"" Slim Full HD Laptop",Hp,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,33000.0
Dell Latitude E7470 i7 6th Gen 8GB RAM 256GB SSD,Dell,Latitude,Core i7,6,8.0,256.0,SSD,Integrated,0,Used,Colombo,63800.0
Dell Latitude 7490 – Laptop,Dell,Latitude,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,99000.0
Vivobook X1504 VA,Other,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Matara,180000.0
Dell Inspiron Laptop,Dell,Inspiron,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Ratnapura,38500.0
HP EliteBook 840 G3 Laptop,Hp,Elitebook,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Other,60000.0
Alienware Laptop M17 R3,Other,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Batticaloa,750000.0
I3 8GB 1TB HDD,Other,Standard / Other,Core i3,8,8.0,1024.0,HDD,Integrated,0,Used,Gampaha,85000.0
Asus Vivobook Pro Laptop,Asus,Vivobook,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Kandy,200000.0
Lenovo IdeaPad 110 Laptop,Lenovo,Ideapad,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,30000.0
⁠Lenovo ThinkCentre M73 CORE I3 4TH GEN 4GB RAM 500GB HDD SFF PC USED,Lenovo,Standard / Other,Core i3,4,4.0,256.0,HDD,Integrated,0,Used,Colombo,22000.0
Satellite Laptop,Other,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,28000.0
Dell i5 laptop,Dell,Standard / Other,Core i5,8,8.0,256.0,SSD,Integrated,0,Used,Galle,60000.0
MacBook M2 Air 8GB 512GB 13”,Apple,Macbook,Apple M2,13,16.0,512.0,SSD,Integrated,0,Used,Gampaha,249900.0
Dell Inspiron 5559,Dell,Inspiron,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Kandy,50000.0
Apple Macbook Pro 2015 13 Inch,Apple,Macbook Pro,Other / Dual Core,6,4.0,256.0,SSD,Integrated,0,Used,Colombo,87000.0
HP pavilion i5 4th gen,Hp,Pavilion,Core i5,4,8.0,256.0,SSD,Integrated,0,Used,Colombo,80000.0
Dell Laptop,Dell,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Kurunegala,85000.0
Thinkpad T14s i7 11thGen 32GB laptop,Other,Standard / Other,Core i7,11,16.0,512.0,SSD,Integrated,0,Used,Colombo,139500.0
HP Pavilion Laptop,Hp,Pavilion,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,65000.0
Macbook pro 2014 13inch,Apple,Macbook Pro,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,78000.0
Dell Alienware 15 R2,Dell,Alienware,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,96000.0
Singer Delta Laptop,Other,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Gampaha,90000.0
MSI MODERN 15 LAPTOP,Msi,Modern,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,210000.0
Lenovo Ideapad Slim I3 12th Gen 8GB RAM 512GB SSD,Lenovo,Ideapad,Core i3,12,8.0,512.0,SSD,Integrated,0,Used,Colombo,89900.0
Asus Zephyrus G16 RTX4070 Laptop,Asus,Zephyrus,Other / Dual Core,8,4.0,256.0,SSD,RTX 40-Series,0,Used,Gampaha,468000.0
Apple MacBook Pro M1 2020,Apple,Macbook Pro,Apple M1,12,16.0,512.0,SSD,Integrated,0,Used,Colombo,205000.0
Lenovo ThinkPad T495 Ryzen 5 8GB 256GB 2GB AMD Graphic,Lenovo,Thinkpad,Ryzen 5,8,8.0,256.0,SSD,Integrated,0,Used,Colombo,69000.0
650 G3,Other,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Kandy,60000.0
Used Dell Latitude 5401 Laptop,Dell,Latitude,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,75000.0
HP ProBook 430 G6 Core i5 8265U–8th GEN 8GB RAM 256GB SSD,Hp,Probook,Core i5,8,8.0,256.0,SSD,Integrated,0,Used,Ratnapura,89990.0
"dell inspiron 3580 i3 8th generation,4GB Ram",Dell,Inspiron,Core i3,8,4.0,256.0,SSD,Integrated,0,Used,Kandy,66000.0
Dell Latitude 7420 i7 11th gen,Dell,Latitude,Core i7,11,16.0,512.0,SSD,Integrated,0,Used,Galle,99000.0
Asus Vivobook 15 X1504VA i3 13th Gen / 8GB RAM 512GB SSD,Asus,Vivobook,Core i3,13,8.0,512.0,SSD,Integrated,0,Used,Kurunegala,120000.0
Hp i3 7th Gen Laptop,Hp,Standard / Other,Core i3,7,8.0,256.0,SSD,Integrated,0,Used,Jaffna,30000.0
"i5 8th gen,8gb ram, 256 gb ssd nVME",Other,Standard / Other,Core i5,8,8.0,256.0,SSD,Integrated,0,Used,Other,75000.0
Samsung I5 4th Gen Laptop,Samsung,Standard / Other,Core i5,4,8.0,256.0,SSD,Integrated,0,Used,Gampaha,39990.0
Dell Inspiron 3501 Laptop,Dell,Inspiron,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Gampaha,55000.0
HP ලැප්ටොප්,Hp,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Matara,115000.0
HP Pavilion Laptop,Hp,Pavilion,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,32000.0
Dell Latitude 5520 Core i7 11Gen G7 Processor 16GB Ram 512GB,Dell,Latitude,Core i7,11,16.0,512.0,SSD,Integrated,0,Used,Other,128000.0
Dell Latitude 5410 Laptop,Dell,Latitude,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,81000.0
Lenovo ThinkPad E15 CORE I5 10TH GEN 8GB RAM 256GB SSD USED LAPTOP,Lenovo,Thinkpad,Core i5,10,8.0,256.0,SSD,Integrated,0,Used,Colombo,100000.0
HP 15 Ryzen 5 -7520U|15.6 inch FHD |8GB DDR5 Ram|512GB NVMe SSD|NEW,Hp,Standard / Other,Ryzen 5,8,8.0,512.0,SSD,Integrated,0,Used,Colombo,189000.0
"Lenovo ThinkPad T480s INTEL CORE I5 8th Gen 16GB DDR4 RAM 256GB NVME 14""",Lenovo,Thinkpad,Core i5,8,8.0,256.0,SSD,Integrated,0,Used,Colombo,79000.0
Lenovo IdeaPad Slim 3 15IRH10 I5,Lenovo,Ideapad,Core i5,8,8.0,256.0,SSD,Integrated,0,Used,Colombo,245000.0
Lenovo ThinkPad T470 i5 6th GEN / 8GB RAM 256GB SSD,Lenovo,Thinkpad,Core i5,6,8.0,256.0,SSD,Integrated,0,Used,Colombo,54700.0
Dell i7 8th GEN - 8GB RAM 5400 256GB SSD Laptop,Dell,Standard / Other,Core i7,8,8.0,256.0,SSD,Integrated,0,Used,Colombo,73600.0
HP ELITE BOOK 840 G9,Hp,Elite,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Jaffna,149000.0
Lenovo Laptop,Lenovo,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,95000.0
Intel I5 10th Generation 8GB RAM 256GB NVME 15.5’ Screen,Other,Standard / Other,Core i5,10,8.0,256.0,SSD,Integrated,0,Used,Jaffna,140000.0
MSI GAMING LAPTOP,Msi,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,250000.0
dell vostro5470 corei7,Dell,Vostro,Core i7,8,16.0,512.0,SSD,Integrated,0,Used,Colombo,24000.0
HP i5 11th gen 8GB RAM-256 NVME SSD,Hp,Standard / Other,Core i5,11,8.0,256.0,SSD,Integrated,0,Used,Other,115000.0
Lenovo IdeaPad Slim 3,Lenovo,Ideapad,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Other,150000.0
Dell XPS 13 9360 Intel Core i7,Dell,Xps,Core i7,8,16.0,512.0,SSD,Integrated,0,Used,Gampaha,150000.0
Hp Victus 15 Gaming Laptop,Hp,Victus,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,220000.0
HP i3 13th Gen Laptop,Hp,Standard / Other,Core i3,13,8.0,256.0,SSD,Integrated,0,Used,Ratnapura,119900.0
Acer Nitro 5 Gaming Laptop | Ryzen 5000 Series GTX Graphics,Acer,Nitro,Other / Dual Core,8,4.0,256.0,SSD,Other Dedicated,0,Used,Colombo,160000.0
Asus TUF Gaming A15 | Ryzen 7 16GB RAM RTX 2060 6GB Laptop,Asus,Tuf,Ryzen 7,8,16.0,256.0,SSD,RTX 20-Series,0,Used,Kandy,230000.0
Acer Laptop,Acer,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,15000.0
Dell inspiron 15 3000,Dell,Inspiron,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Jaffna,42000.0
Notebook Laptop,Other,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,25000.0
"Laptop i5 11th Gen 8GB RAM|256GB NVME|HP Elite Book 840 G8|14"" FHD",Hp,Elite,Core i5,11,8.0,256.0,SSD,Integrated,0,Used,Gampaha,103950.0
"Laptop i5 10th Gen|Dell Latitude 5410|8GB RAM|256GB NVME|14"" FHD|Wi-Fi",Dell,Latitude,Core i5,10,8.0,256.0,SSD,Integrated,0,Used,Gampaha,82650.0
Dell Latitude 5400-i5 8TH GEN/-8GB RAM 256GB SSD,Dell,Latitude,Core i5,8,8.0,256.0,SSD,Integrated,0,Used,Colombo,68800.0
ASUS Vivobook 16 CORE ULTRA 5 GAMING LAPTOP WITH 16GB RAM/RTX 4050 6GB,Asus,Vivobook,Core Ultra,8,16.0,256.0,SSD,RTX 40-Series,0,Used,Kandy,265000.0
Toshiba Dynabook B65/H i7 7th Gen,Toshiba,Standard / Other,Core i7,7,16.0,512.0,SSD,Integrated,0,Used,Kandy,75000.0
Panasonic Let's Note Series Laptop,Other,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Other,18000.0
HP NoteBook AMD A4 4GB RAM 128GB SSD High Professional Laptop,Hp,Notebook,Other / Dual Core,8,4.0,128.0,SSD,Integrated,0,Used,Galle,44990.0
Hp elite book,Hp,Elite,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Kalutara,55000.0
HP NoteBook Core i3 13th Gen 8GB RAM 256GB NVMe High Professional Laptop,Hp,Notebook,Core i3,13,8.0,256.0,SSD,Integrated,0,Used,Galle,89990.0
Alienware M17 R3,Other,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Other,750000.0
Laptop Asus Vivobook 15,Asus,Vivobook,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Other,98000.0
Lenovo IdeaPad 1-15IGL7 4GB RAM | 256GB SSD,Lenovo,Ideapad,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Kandy,57000.0
Hp i5 10th Gen Laptop,Hp,Standard / Other,Core i5,10,8.0,256.0,SSD,Integrated,0,Used,Colombo,68000.0
Dell Latitude|E5430,Dell,Latitude,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Gampaha,34999.0
HP Core i5 Laptop,Hp,Standard / Other,Core i5,8,8.0,256.0,SSD,Integrated,0,Used,Jaffna,28000.0
HP Laptop ProBook G8,Hp,Probook,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Gampaha,151000.0
Dell Inspiron 15 3000 Laptop එකක් ඉක්මනින් විකිණීමට.,Dell,Inspiron,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Matara,45000.0
HP i5 1334U 13th Gen Laptop 8GB 512GB,Hp,Standard / Other,Core i5,13,8.0,256.0,SSD,Integrated,0,Used,Kalutara,160000.0
HP Ryzen 3 7320U Laptop,Hp,Standard / Other,Ryzen 3,8,8.0,256.0,SSD,Integrated,0,Used,Gampaha,118000.0
Dell Latitude 5420 I5 11th Gen Touch Laptop|8GB Ram DDR4|256GB Nvme|FHD,Dell,Latitude,Core i5,11,8.0,256.0,SSD,Integrated,1,Used,Gampaha,85500.0
"Lenovo X250 I7 5th Gen Laptop|8GB Ram|500GB Hard Disk|13"" Display",Lenovo,Standard / Other,Core i7,5,8.0,512.0,HDD,Integrated,0,Used,Gampaha,65000.0
Lenovo ThinkPad E565 – Reliable Work with Study Laptop,Lenovo,Thinkpad,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Other,35000.0
Dell Latitude 5410 Laptop,Dell,Latitude,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,85000.0
"Lenovo ThinkPad T480s Intel Core I5 8th Gen 8GB DDR4 RAM 120GB M.2 14""",Lenovo,Thinkpad,Core i5,8,8.0,256.0,SSD,Integrated,0,Used,Colombo,68500.0
HP EliteBook 830 G7 Core i5-10th Gen 256GB Nvme SSD 8GB RAM Laptop,Hp,Elitebook,Core i5,10,8.0,256.0,SSD,Integrated,0,Used,Colombo,106000.0
Asus TUF A15 Ryzen 7-6800HS|RTX 3050 Ti / 4GB|8GB DDR5|15.6 inch FHD,Asus,Tuf,Ryzen 7,8,8.0,256.0,SSD,RTX 30-Series,0,Used,Colombo,229000.0
intel core i5 12500H -16GB DDR4 Ram -512GBNvme -GeForce RTX™ 3050/4GB,Other,Standard / Other,Core i5,12,16.0,512.0,SSD,Other Dedicated,0,Used,Colombo,229000.0
Acer Aspire A515 Core i7-11th Gen 8GB Ram 256GB MX 350/2GB VGA Laptops,Acer,Aspire,Core i7,11,8.0,512.0,SSD,Integrated,0,Used,Colombo,129000.0
Apple iPad M5 13 Inch Cell,Apple,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,394949.0
"Laptop i5 10th Gen|Dell Latitude 3410 - 8GB RAM|512GB NVME|Wi-Fi|15.6""",Dell,Latitude,Core i5,10,8.0,512.0,SSD,Integrated,0,Used,Colombo,87950.0
Dell Inspiron 3502 Pentium silver N5030 11th Gen|4GB RAM|15.6 inch FHD,Dell,Inspiron,Pentium,11,4.0,256.0,SSD,Integrated,0,Used,Colombo,59000.0
Apple Macbook Pro 2020 Intel I5 16GB RAM 512GB,Apple,Macbook Pro,Core i5,12,16.0,256.0,SSD,Integrated,0,Used,Colombo,169000.0
Dell Chromebook 11 3180 Laptop,Dell,Chromebook,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Other,23000.0
HP Core i7 8th Gen Laptop,Hp,Standard / Other,Core i7,8,16.0,512.0,SSD,Integrated,0,Used,Jaffna,95000.0
Dell Inspiron Core I5 11th Gen 8GB RAM 1TB HDD Professional Laptop,Dell,Inspiron,Core i5,11,8.0,1024.0,HDD,Integrated,0,Used,Gampaha,89990.0
4 Ram,Other,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Anuradhapura,24500.0
Dell i7 11Gen H processor 16/512GB 15.6”IPS RTX 3050,Dell,Standard / Other,Core i7,11,16.0,512.0,SSD,RTX 30-Series,0,Used,Other,179000.0
MacBook Pro 2015,Apple,Macbook Pro,Other / Dual Core,6,4.0,256.0,SSD,Integrated,0,Used,Colombo,58000.0
MSI GF63 Thin i7 Laptop,Msi,Gf63,Core i7,8,16.0,512.0,SSD,Integrated,0,Used,Kurunegala,120000.0
HP i5 13th Gen,Hp,Standard / Other,Core i5,13,8.0,256.0,SSD,Integrated,0,Used,Ratnapura,220000.0
MSI GF63 Thin i5 12th Gen,Msi,Gf63,Core i5,12,8.0,256.0,SSD,Integrated,0,Used,Kandy,260000.0
Asus Vivobook 15 A1502v,Asus,Vivobook,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,230000.0
Dell Latitude 7280 UltraBook,Dell,Latitude,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Gampaha,63500.0
Asus N550Jk i7 Laptop,Asus,Standard / Other,Core i7,8,16.0,512.0,SSD,Integrated,0,Used,Colombo,45000.0
HP ProBook 650 G4,Hp,Probook,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Kandy,77000.0
Dell Laptop,Dell,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,26000.0
HP Laptop,Hp,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Other,65000.0
HP Laptop 15 | Intel Core i5 13th Gen 8GB RAM 512GB SSD,Hp,Standard / Other,Core i5,13,8.0,512.0,SSD,Integrated,0,Used,Colombo,145000.0
Acer Aspire 5 Laptop,Acer,Aspire,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Jaffna,60000.0
