title,Brand_Cleaned,Model_Cleaned,CPU_Cleaned,Generation_Cleaned,RAM_GB,Storage_Capacity_GB,Storage_Type,GPU_Tier,Is_Touchscreen,Condition_Cleaned,Location_Cleaned,Price_Cleaned
Lenovo IdeaPad Slim 3 Core i3 13Gen 8GB RAM 256GB NVMe Laptops,Lenovo,Ideapad,Core i3,13,8.0,256.0,SSD,Integrated,0,Used,Gampaha,89990.0
Dell Latitude 6410 i5 1000gb HDD 8gb Rm Lighting Keyboard,Dell,Latitude,Core i5,10,8.0,1000.0,HDD,Integrated,0,Used,Other,25000.0
Hp i5 Laptop,Hp,Standard / Other,Core i5,8,8.0,256.0,SSD,Integrated,0,Used,Kandy,16500.0
HP ProBook G7 Core i5 10TH Gen New Laptop With Box,Hp,Probook,Core i5,10,8.0,256.0,SSD,Integrated,0,Used,Colombo,89990.0
DELL Vostro 3400 Core i5 11Th Gen 8GB NVMe Laptop,Dell,Vostro,Core i5,11,8.0,256.0,SSD,Integrated,0,Used,Colombo,74990.0
HP Elitebook Core i5 6th & 7th Gen Laptop,Hp,Elitebook,Core i5,7,8.0,256.0,SSD,Integrated,0,Used,Colombo,45000.0
Dell Latitude 5320 i5 11Gen 16GB Ram Laptop,Dell,Latitude,Core i5,11,16.0,256.0,SSD,Integrated,0,Used,Kurunegala,99500.0
Laptop Sale,Other,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Other,90000.0
Dell Latitude 5490 Laptop,Dell,Latitude,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Kalutara,130000.0
MSI i7 13th Gen | RTX 4050 6GB 16GB RAM 512GB SSD,Msi,Standard / Other,Core i7,13,16.0,512.0,SSD,RTX 40-Series,0,Used,Colombo,300000.0
ASUS TUF Gaming A16,Asus,Tuf,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Gampaha,335000.0
Apple Macbook Pro 2017,Apple,Macbook Pro,Other / Dual Core,6,4.0,256.0,SSD,Integrated,0,Used,Colombo,90000.0
Apple Macbook Air M1,Apple,Macbook Air,Apple M1,12,16.0,512.0,SSD,Integrated,0,Used,Other,169999.0
Dell Inspiron 5567 Laptop,Dell,Inspiron,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Other,48000.0
Lenovo LOQ Laptop,Lenovo,Loq,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Jaffna,230000.0
Asus Vivobook 24GB Ram 512 SSD,Asus,Vivobook,Other / Dual Core,8,24.0,512.0,SSD,Integrated,0,Used,Gampaha,159000.0
HP Probook 440 G5 i7 8th Gen,Hp,Probook,Core i7,8,16.0,512.0,SSD,Integrated,0,Used,Gampaha,67000.0
NEC Laptop,Other,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Gampaha,50000.0
HP Probook 440 G9 i5 12th Gen,Hp,Probook,Core i5,12,8.0,256.0,SSD,Integrated,0,Used,Other,94900.0
Full Touch Dell 16GB RAM 512 NVMe i5 8th Gen,Dell,Standard / Other,Core i5,8,16.0,512.0,SSD,Integrated,1,Used,Colombo,80000.0
Apple MacBook Air 2017,Apple,Macbook Air,Other / Dual Core,6,4.0,256.0,SSD,Integrated,0,Used,Galle,60000.0
Lenovo Legion PRO 5 16ARX8,Lenovo,Legion,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Kandy,420000.0
Asus Vivobook Pro X16,Asus,Vivobook,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Other,280000.0
Asus Vivobook 15,Asus,Vivobook,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Kalutara,95000.0
MSI Cyborg 15 A2RUDX Laptop,Msi,Cyborg,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,290000.0
Microsoft 1943 Laptop,Microsoft,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,120000.0
HP Laptop 15s,Hp,15S,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Galle,17000.0
Asus AMD Ryzen 7 7730U,Asus,Standard / Other,Ryzen 7,8,16.0,256.0,SSD,Integrated,0,Used,Colombo,165000.0
RTX 4050 HP Victus Laptop,Hp,Victus,Other / Dual Core,8,4.0,256.0,SSD,RTX 40-Series,0,Used,Colombo,274000.0
Asus Vivobook X513Ea,Asus,Vivobook,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Matara,70000.0
Dell Inspiron 3051,Dell,Inspiron,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,75000.0
Dell Latitude 5420 | Intel i511th Gen 8GB 256GB Nvme SSD,Dell,Latitude,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Kandy,96000.0
Acer Aspire Core i3 7th 4GB RAM 128GB SSD Laptop,Acer,Aspire,Core i3,8,4.0,128.0,SSD,Integrated,0,Used,Galle,49990.0
HP Pavilion Core i7 8th 16GB RAM 256GB NVMe NVIDIA 940MX Gaming Laptop,Hp,Pavilion,Core i7,8,16.0,256.0,SSD,Other Dedicated,0,Used,Galle,84990.0
6th Gen Latitude E7470 HD Graphics 4GB VGA Screen,Other,Standard / Other,Other / Dual Core,6,4.0,256.0,SSD,Other Dedicated,0,Used,Colombo,65000.0
HP NoteBook Core i5 7th Gen 4GB RAM 128GB SSD High Professional Laptop,Hp,Notebook,Core i5,7,4.0,128.0,SSD,Integrated,0,Used,Galle,49990.0
hp i3-13gen laptop,Hp,Standard / Other,Core i3,13,8.0,256.0,SSD,Integrated,0,Used,Colombo,91000.0
Lenovo ThinkPad i5 8th Gen 4GB RAM 128GB NVMe High Professional Laptop,Lenovo,Thinkpad,Core i5,8,4.0,128.0,SSD,Integrated,0,Used,Galle,59990.0
Samsung Galaxy Book 3 5G,Samsung,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Gampaha,50000.0
Lenovo ThinkPad Core i5 M460 4GB RAM 128GB SSD Laptop,Lenovo,Thinkpad,Core i5,8,4.0,128.0,SSD,Integrated,0,Used,Galle,24990.0
Matebook X,Other,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Gampaha,70000.0
DELL I3 7 GEN 6GB RAM 1TB HDD,Dell,Standard / Other,Core i3,7,6.0,1024.0,HDD,Integrated,0,Used,Colombo,42490.0
HP EliteBook 840 G8 256GB NVME 8GB RAM i5 11th GEN Laptop,Hp,Elitebook,Core i5,11,8.0,256.0,SSD,Integrated,0,Used,Colombo,107500.0
HP 15-DA2012TU Core i5 10th GEN 15.6 inch Display 8GB RAM 128GB SSD,Hp,Standard / Other,Core i5,10,8.0,128.0,SSD,Integrated,0,Used,Kalutara,107990.0
Lenovo Xiaoxin Air 14+ Ryzen 5 5600U 11th GEN Radeon FirePro 2GB,Lenovo,Standard / Other,Ryzen 5,11,8.0,256.0,SSD,Other Dedicated,0,Used,Kalutara,97990.0
Dell XPS 13,Dell,Xps,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,165000.0
Lenovo ThinkPad i5 8th Gen 8GB RAM 256GB NVMe High Professional Laptop,Lenovo,Thinkpad,Core i5,8,8.0,256.0,SSD,Integrated,0,Used,Galle,65990.0
Acer Aspire AG15-31P N100 (12th GEN) Laptop,Acer,Aspire,Other / Dual Core,12,4.0,256.0,SSD,Integrated,0,Used,Gampaha,59990.0
DELL PENTIUM SILVER 4GB RAM 1TB HDD,Dell,Standard / Other,Pentium,8,4.0,1024.0,HDD,Integrated,0,Used,Colombo,42490.0
Apple MacBook Air M4 16/256GB 13inch,Apple,Macbook Air,Apple M4,15,16.0,512.0,SSD,Integrated,0,Used,Kalutara,334500.0
Dell Gaming Laptop,Dell,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,165000.0
Apple MacBook M1 2020,Apple,Macbook,Apple M1,12,16.0,512.0,SSD,Integrated,0,Used,Galle,155000.0
ZenBook 14 OLED Ryzen 7 16GB DDR4 1TB NVME,Other,Standard / Other,Ryzen 7,8,16.0,1024.0,SSD,Integrated,0,Used,Batticaloa,250000.0
"DELL Latitude 5410,5510 i5 8th GEN Laptop",Dell,Latitude,Core i5,8,8.0,256.0,SSD,Integrated,0,Used,Gampaha,88990.0
HP EliteBook Folio 9470m,Hp,Elitebook,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,18500.0
Lenovo Thinkpad T480 i7 8th Gen | 8GB DDR4 RAM |256 Nvme SSD Laptop,Lenovo,Thinkpad,Core i7,8,8.0,256.0,SSD,Integrated,0,Used,Colombo,78500.0
Lenovo Ideapad S145 81MW,Lenovo,Ideapad,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Gampaha,38990.0
Dell Latitude 3410,Dell,Latitude,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,79500.0
Lenovo 81W0 AMD Ryzen 3 Laptop,Lenovo,Standard / Other,Ryzen 3,8,8.0,256.0,SSD,Integrated,0,Used,Gampaha,51990.0
Lenovo Ideapad Flex 5 14ABR8 AMD Ryzen 7 7730U 13th GEN 14-inch IPS,Lenovo,Ideapad,Ryzen 7,13,16.0,256.0,SSD,Integrated,0,Used,Kalutara,177990.0
DELL Inspiron 3501 I7 11th Gen Nvidia GeForce MX330,Dell,Inspiron,Core i7,11,16.0,512.0,SSD,Other Dedicated,0,Used,Gampaha,96990.0
Lenovo ThinkPad X260 Core i5 6300U 6th GEN 8GB RAM 256GB SSD,Lenovo,Thinkpad,Core i5,6,8.0,256.0,SSD,Integrated,0,Used,Kalutara,59990.0
Lenovo i5 13th GEN Laptop,Lenovo,Standard / Other,Core i5,13,8.0,256.0,SSD,Integrated,0,Used,Colombo,126500.0
Dell Latitude 5420-_i5 11TH GEN 8GB RAM 256GB SSD,Dell,Latitude,Other / Dual Core,11,8.0,256.0,SSD,Integrated,0,Used,Colombo,81600.0
DELL i3 6TH GEN 2.00 GHZ 4GB RAM 320GB HARDDISC HEALTH,Dell,Standard / Other,Core i3,6,4.0,256.0,SSD,Integrated,0,Used,Batticaloa,47500.0
Laptop Dell i3,Dell,Standard / Other,Core i3,8,8.0,256.0,SSD,Integrated,0,Used,Other,80000.0
Lenovo Think Pad T14 I5 10th Gen 8GB Ram 256GB SSD,Lenovo,Standard / Other,Core i5,10,8.0,256.0,SSD,Integrated,0,Used,Colombo,99000.0
Lenovo ThinkPad T480 intel Core i5 \8365U\ 8GB DDR4 Ram\ 256GB NVMe SSD,Lenovo,Thinkpad,Core i5,8,8.0,256.0,SSD,Integrated,0,Used,Colombo,79500.0
Dell i5 6th Gen 8GB 256Gb,Dell,Standard / Other,Core i5,6,8.0,256.0,SSD,Integrated,0,Used,Anuradhapura,58000.0
Lenovo Thinkpad L390 Core I5 8 Th Gen Laptop,Lenovo,Thinkpad,Core i5,8,8.0,256.0,SSD,Integrated,0,Used,Colombo,83000.0
LENOVO IDEAPAD 3,Lenovo,Ideapad,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Other,124500.0
Dell inspiron 7953,Dell,Inspiron,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,70000.0
Elitebook i7 8th Gen 16GB 512GB,Other,Standard / Other,Core i7,8,16.0,512.0,SSD,Integrated,0,Used,Galle,125000.0
I5 8th Gen Laptop,Other,Standard / Other,Core i5,8,8.0,256.0,SSD,Integrated,0,Used,Gampaha,54000.0
Dell i5 5th GEN Laptop,Dell,Standard / Other,Core i5,5,8.0,256.0,SSD,Integrated,0,Used,Colombo,45500.0
Acer Chromebook,Acer,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,25500.0
Acer Chromebook,Acer,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,30500.0
HP i7 13th GEN Laptop (Touch),Hp,Standard / Other,Core i7,13,16.0,512.0,SSD,Integrated,1,Used,Colombo,156500.0
Hp Victus,Hp,Victus,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Gampaha,180000.0
Acer i3 14 Gen Best Condition,Acer,Standard / Other,Core i3,14,8.0,256.0,SSD,Integrated,0,Used,Anuradhapura,145000.0
Asus i7 12th GEN Laptop,Asus,Standard / Other,Core i7,12,16.0,512.0,SSD,Integrated,0,Used,Colombo,122500.0
HP AMD Ryzen 3 Laptop,Hp,Standard / Other,Ryzen 3,8,8.0,256.0,SSD,Integrated,0,Used,Colombo,55500.0
HP ProBook 640 G2 Laptop,Hp,Probook,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,62500.0
USED DELL LAPTOP,Dell,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,65000.0
Lenovo ThinkPad P16v i7 12th (12 core) 16GB DDR5 Ram 512GB RTX 4GB,Lenovo,Thinkpad,Core i7,8,16.0,512.0,SSD,Integrated,0,Used,Colombo,232000.0
Dell 5560 Intel Core i9 11th Gen 4K Touch RTX 4GB,Dell,Standard / Other,Core i9,11,16.0,512.0,SSD,Integrated,1,Used,Colombo,238500.0
Lenovo ThinkPad X13 i5 10th gen,Lenovo,Thinkpad,Core i5,10,8.0,256.0,SSD,Integrated,0,Used,Colombo,108000.0
Lenovo i5 12th GEN Laptop,Lenovo,Standard / Other,Core i5,12,8.0,256.0,SSD,Integrated,0,Used,Colombo,105500.0
Dell Inspiron 3593 Core i3 10th GEN 15.6 inch Display 4GB 8GB RAM,Dell,Inspiron,Core i3,10,8.0,256.0,SSD,Integrated,0,Used,Kalutara,67990.0
Hp Elitebook 830 G8 i5 8gb ram 256ssd,Hp,Elitebook,Core i5,8,8.0,256.0,SSD,Integrated,0,Used,Gampaha,98000.0
Hp Intel Co i7-6665U CPU,Hp,Standard / Other,Core i7,6,16.0,512.0,SSD,Integrated,0,Used,Colombo,62500.0
Fujitsu Laptops,Fujitsu,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,80500.0
Dell Latitude 5310 i5 10th Gen Backlit 13.3 inch,Dell,Latitude,Core i5,10,8.0,256.0,SSD,Integrated,0,Used,Colombo,82500.0
Core i7 10th Gen Latitude 5410 UHD Graphics Laptop,Other,Standard / Other,Core i7,10,16.0,512.0,SSD,Other Dedicated,0,Used,Colombo,95000.0
Acer i3 14th GEN Touch 360° Laptop,Acer,Standard / Other,Core i3,14,8.0,256.0,SSD,Integrated,1,Used,Colombo,92500.0
i3 12th Gen Latitude 5330 256GB SSD 8GB RAM,Other,Standard / Other,Core i3,12,8.0,256.0,SSD,Integrated,0,Used,Colombo,89500.0
ASUS Vivobook i3 13gen,Asus,Vivobook,Core i3,13,8.0,256.0,SSD,Integrated,0,Used,Kalutara,135000.0
ASUS X509FA 10TH Gen Notebook Laptop,Asus,Standard / Other,Other / Dual Core,10,4.0,256.0,SSD,Integrated,0,Used,Colombo,74990.0
Acer Aspire E 15 8TH Gen Laptop,Acer,Aspire,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,52000.0
Lenovo ThinkPad T440s Core i5 SSD 8GB Laptop,Lenovo,Thinkpad,Core i5,8,8.0,256.0,SSD,Integrated,0,Used,Colombo,30000.0
Macbook M1 Pro (2021) 16/512GB,Apple,Macbook,Apple M1,12,16.0,512.0,SSD,Integrated,0,Used,Colombo,270000.0
Dell Inspiron 15 Laptop,Dell,Inspiron,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Kandy,25000.0
Apple MacBook Air M1 Chip 8GB RAM 256GB SSD,Apple,Macbook Air,Apple M1,12,8.0,256.0,SSD,Integrated,0,Used,Other,165000.0
Dell Latitude 7420 i5 11th Gen Laptop,Dell,Latitude,Core i5,11,8.0,256.0,SSD,Integrated,0,Used,Other,76000.0
Lenovo ThinkPad E14 Laptop,Lenovo,Thinkpad,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,175000.0
Lenovo LOQ 15IAX9 Gaming Laptop,Lenovo,Loq,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Gampaha,315000.0
HP Core i3 11th Gen 20GB RAM 1TB HDD 512GB SSD,Hp,Standard / Other,Core i3,11,8.0,1024.0,SSD,Integrated,0,Used,Kandy,90000.0
Lenovo IdeaPad Slim 3i (15IHR10),Lenovo,Ideapad,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,260000.0
Lenovo i3 11th Gen Laptop,Lenovo,Standard / Other,Core i3,11,8.0,256.0,SSD,Integrated,0,Used,Kandy,82000.0
Dell Latitude i5 6th Gen Laptop,Dell,Latitude,Core i5,6,8.0,256.0,SSD,Integrated,0,Used,Galle,67500.0
Dell Laptop,Dell,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,67500.0
Dell I5 Laptop,Dell,Standard / Other,Core i5,8,8.0,256.0,SSD,Integrated,0,Used,Ratnapura,65000.0
Dell i5 12Gen 16/256GB 15.6”FHD Display,Dell,Standard / Other,Core i5,12,8.0,256.0,SSD,Integrated,0,Used,Other,114000.0
Dell Latitude i7 11th Gen Laptop,Dell,Latitude,Core i7,11,16.0,512.0,SSD,Integrated,0,Used,Other,140000.0
Lenovo IdeaPad Duet Chromebook 2-in-1,Lenovo,Ideapad,Other / Dual Core,8,4.0,256.0,SSD,Integrated,1,Used,Colombo,33650.0
Lenovo ideapad S540 Core i5 slim Japan,Lenovo,Ideapad,Core i5,8,8.0,256.0,SSD,Integrated,0,Used,Kandy,85000.0
MacBook Pro M2 08/512gb,Apple,Macbook Pro,Apple M2,13,16.0,512.0,SSD,Integrated,0,Used,Colombo,259500.0
HP Laptop 15 8|512 i5 14Gen,Hp,Standard / Other,Core i5,14,8.0,512.0,SSD,Integrated,0,Used,Batticaloa,163000.0
"Hp ProBook 640b Core i3 Laptop 4GB RAM 320GB HDD |14"" Disply",Hp,Probook,Core i3,8,4.0,256.0,HDD,Integrated,0,Used,Kandy,20000.0
HP i3-4TH GEN LAPTOP W/CHARGER,Hp,Standard / Other,Core i3,4,8.0,256.0,SSD,Integrated,0,Used,Colombo,28000.0
ACERi3 6TH GEN 2.30GHZ 8GB RAM 128GB SSD 1000GB HARDDISC,Acer,Standard / Other,Other / Dual Core,6,8.0,128.0,SSD,Integrated,0,Used,Batticaloa,68500.0
i5 13TH GEN H PROCESSOR 2.10GHZ 8GB RAM DDR 5 512GB NVME,Other,Standard / Other,Core i5,13,8.0,512.0,SSD,Integrated,0,Used,Batticaloa,160000.0
"Dell Laptop 1tb Ssd, 8gb Ram, 520 HD Intel Graphics, Core i5 6th Gen",Dell,Standard / Other,Core i5,6,8.0,1024.0,SSD,Other Dedicated,0,Used,Colombo,80000.0
Apple Air i3 8GB 256GB 13”,Apple,Standard / Other,Core i3,8,8.0,256.0,SSD,Integrated,0,Used,Gampaha,105900.0
Toshiba T75/CW Japan Core i7,Toshiba,Standard / Other,Core i7,8,16.0,512.0,SSD,Integrated,0,Used,Kandy,65000.0
Dell i3 2.00Ghz 05th Gen 08GB/256GB Laptop,Dell,Standard / Other,Core i3,5,8.0,256.0,SSD,Integrated,0,Used,Gampaha,44500.0
Notebook,Other,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,60000.0
Dell i3 2.50Ghz 08th Gen 08GB/256GB Laptop,Dell,Standard / Other,Core i3,8,8.0,256.0,SSD,Integrated,0,Used,Gampaha,59500.0
MSI Thin 15 CORE I5 -13TH GEN -RTX 4050 6GB -16GB RAM 512GB SSD,Msi,Thin,Core i5,13,16.0,512.0,SSD,RTX 40-Series,0,Used,Colombo,329000.0
Laptop Selling,Other,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,68000.0
Asus Laptop i3 10th gen,Asus,Standard / Other,Core i3,10,8.0,256.0,SSD,Integrated,0,Used,Colombo,56990.0
New HP Victus 15 Core i5 13th Gen 8GB RAM RTX 3050 6GB VGA Gaming Laptop,Hp,Victus,Core i5,13,8.0,256.0,SSD,RTX 30-Series,0,Used,Colombo,279000.0
HP Probbok 645 G4 – Ryzen 7 / 8GB RAM 256GB NVME,Hp,Standard / Other,Ryzen 7,8,8.0,256.0,SSD,Integrated,0,Used,Colombo,77000.0
HP Elitebook 840 G7 Core I7 10 Th Gen / 8GB Ram 256GB NVME,Hp,Elitebook,Core i7,8,8.0,256.0,SSD,Integrated,0,Used,Colombo,89000.0
Apple Macbook Pro 2020,Apple,Macbook Pro,Other / Dual Core,12,4.0,256.0,SSD,Integrated,0,Used,Colombo,160500.0
"Dell i5 , 8gen Lap",Dell,Standard / Other,Core i5,8,8.0,256.0,SSD,Integrated,0,Used,Other,57500.0
Dell i3 6th GEN Laptop,Dell,Standard / Other,Core i3,6,8.0,256.0,SSD,Integrated,0,Used,Colombo,45500.0
HP ProBook 650 G8 Core i5 11th Gen Laptop,Hp,Probook,Core i5,11,8.0,256.0,SSD,Integrated,0,Used,Batticaloa,142000.0
HP 14 Laptop,Hp,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Gampaha,50000.0
HP i5 8th GEN Laptop,Hp,Standard / Other,Core i5,8,8.0,256.0,SSD,Integrated,0,Used,Colombo,82500.0
Dell Vostro 3530 Core i7 1355U–13th GEN 15.6-inch 16GB RAM 512GB NVME,Dell,Vostro,Core i7,13,16.0,512.0,SSD,Integrated,0,Used,Ratnapura,177990.0
HP 15-fd0504TU Core 5 120U–14th GEN 15.6-inch 8GB RAM 512GB NVME,Hp,Standard / Other,Other / Dual Core,14,8.0,512.0,SSD,Integrated,0,Used,Ratnapura,167990.0
MacBook Pro 13-Inch (M1),Apple,Macbook Pro,Apple M1,12,16.0,512.0,SSD,Integrated,0,Used,Matara,170000.0
Expertbook P15003CVA,Other,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Matara,130000.0
Lenovo Thinkpad,Lenovo,Thinkpad,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Galle,55000.0
Lenovo Laptop,Lenovo,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Kandy,140000.0
Laptop,Other,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Gampaha,120000.0
HP 14s-DQ5033NE Core i5 12th GEN 14-inch FullHD IPS 8GB RAM 512GB NVME,Hp,14S,Core i5,12,8.0,512.0,SSD,Integrated,0,Used,Kalutara,129990.0
Apple MacBook,Apple,Macbook,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Kandy,390000.0
Acer N150 Laptop,Acer,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,82500.0
Asus i5 12th GEN Laptop,Asus,Standard / Other,Core i5,12,8.0,256.0,SSD,Integrated,0,Used,Colombo,132000.0
Dell Latitude,Dell,Latitude,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Galle,45000.0
Lenovo i3 12 gen ideapad,Lenovo,Ideapad,Core i3,12,8.0,256.0,SSD,Integrated,0,Used,Kandy,64900.0
hp15-dy1091 Wrn,Hp,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Ratnapura,72000.0
Acer Aspire E5-576 Series,Acer,Aspire,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Colombo,79000.0
Lenovo i5 5th GEN Laptop,Lenovo,Standard / Other,Core i5,5,8.0,256.0,SSD,Integrated,0,Used,Colombo,47000.0
DELL Latitude 7420 - i7 11th Gen,Dell,Latitude,Core i7,11,16.0,512.0,SSD,Integrated,0,Used,Gampaha,118000.0
Apple Macbook Air 2017,Apple,Macbook Air,Other / Dual Core,6,4.0,256.0,SSD,Integrated,0,Used,Colombo,64500.0
HP Core i5 6th Gen 4GB RAM 256GB SATA SSD Professional Laptop,Hp,Standard / Other,Core i5,6,4.0,256.0,SSD,Integrated,0,Used,Gampaha,44990.0
Lenovo IdeaPad Slim 1i Celeron Processor 4GB RAM 256GB NVMe Laptops,Lenovo,Ideapad,Celeron,8,4.0,256.0,SSD,Integrated,0,Used,Gampaha,44990.0
Dell Alienware M17 R3 16GB 1TB Laptop (Used),Dell,Alienware,Other / Dual Core,8,4.0,1024.0,SSD,Integrated,0,Used,Other,695000.0
Asus i5 6th Gen Laptop,Asus,Standard / Other,Core i5,6,8.0,256.0,SSD,Integrated,0,Used,Kurunegala,48000.0
Asus ZenBook 14 Ryzen 7 Laptop,Asus,Zenbook,Ryzen 7,8,16.0,256.0,SSD,Integrated,0,Used,Colombo,350000.0
HP AMD Ryzen 3 Laptop,Hp,Standard / Other,Ryzen 3,8,8.0,256.0,SSD,Integrated,0,Used,Gampaha,47000.0
Apple MacBook Pro 13-inch (2017),Apple,Macbook Pro,Other / Dual Core,6,4.0,256.0,SSD,Integrated,0,Used,Gampaha,120000.0
Asus Vivobook15 Laptop,Asus,Vivobook,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Kandy,125000.0
Dell Core I5 Laptop,Dell,Standard / Other,Core i5,8,8.0,256.0,SSD,Integrated,0,Used,Galle,69500.0
"i5 10th Gen Laptop|HP ProBook 430 G7|8GB RAM|256GB NVME|14""|Wi-Fi",Hp,Probook,Core i5,10,8.0,256.0,SSD,Integrated,0,Used,Colombo,96950.0
Asus ROG Zephyrus RTX 6GB 240HZ,Asus,Rog,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Other,210000.0
Dell Celeron,Dell,Standard / Other,Celeron,8,4.0,256.0,SSD,Integrated,0,Used,Anuradhapura,22000.0
Lenovo Thinkpad T470P i5 7th 8GB Ram 256GB SSD FHD Laptop,Lenovo,Thinkpad,Core i5,8,8.0,256.0,SSD,Integrated,0,Used,Kandy,59000.0
MSI Bravo Ryzen 7 RTX 4050 Gaming +16GB |512GB Laptop,Msi,Bravo,Ryzen 7,8,16.0,256.0,SSD,RTX 40-Series,0,Used,Colombo,239000.0
HP Victus Gaming Laptop 15 32GB RAM,Hp,Victus,Other / Dual Core,8,32.0,256.0,SSD,Integrated,0,Used,Colombo,200000.0
HP Pavilion i7 8th Gen | 12GB RAM 256GB SSD Win 11,Hp,Pavilion,Core i7,8,12.0,256.0,SSD,Integrated,0,Used,Colombo,85000.0
Acer Aspire A315-59G Core i5-11th Gen 8GB RAM MX350 / 2GB VGA Laptop,Acer,Aspire,Core i5,11,8.0,256.0,SSD,Integrated,0,Used,Colombo,95000.0
i5 13th Gen Laptop,Other,Standard / Other,Core i5,13,8.0,256.0,SSD,Integrated,0,Used,Colombo,131999.0
Acer Core i5 -11th Gen +Nvidia 350MX|8GB+512GB SSD Laptops,Acer,Standard / Other,Core i5,11,8.0,512.0,SSD,Other Dedicated,0,Used,Colombo,95000.0
Apple MacBook Pro,Apple,Macbook Pro,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Galle,95000.0
HP 15-bs Laptop,Hp,Standard / Other,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Kurunegala,18500.0
Core i5 7TH GEN |8GB DDR4 RAM |180GB SSD HP Laptop,Hp,Standard / Other,Core i5,7,8.0,256.0,SSD,Integrated,0,Used,Other,69900.0
Core i5 8TH GEN |8GB DDR4 RAM |256GB NVME HP Laptop,Hp,Standard / Other,Core i5,8,8.0,256.0,SSD,Integrated,0,Used,Other,84900.0
Asus VivoBook X1502V-BQ548 Laptop,Asus,Vivobook,Other / Dual Core,8,4.0,256.0,SSD,Integrated,0,Used,Other,215000.0
Core i5 6TH GEN |4GB RAM| 320GB HDD Laptop,Other,Standard / Other,Core i5,6,4.0,256.0,HDD,Integrated,0,Used,Other,49900.0
