iter	RMSE
188	0.1630112381
189	0.1628549761
190	0.162779091
191	0.1627758176
192	0.162564007
193	0.1624954484
194	0.1623764008
195	0.1622750542
196	0.1620634263
197	0.1620014022
198	0.1618888752
199	0.1617572822
200	0.1616040724
201	0.1615314471
202	0.1614245458
203	0.1612639462
204	0.1609640257
205	0.1608904427
206	0.1608535872
207	0.160851454
208	0.160788695
209	0.1607867923
210	0.1606220353
211	0.1605677302
212	0.1605331211
213	0.1604772631
214	0.1603236125
215	0.1601388405
216	0.1601066756
217	0.1598788398
218	0.1597614281
219	0.1597099992
220	0.1597071811
221	0.1594825231
222	0.1594239421
223	0.1593036692
224	0.1592631981
225	0.1591069822
226	0.1590777754
227	0.1588595388
228	0.1587476589
229	0.1586627434
230	0.1585140352
231	0.1583344582
232	0.1582890448
233	0.1582224184
234	0.1581397856
235	0.1579647979
236	0.1579030487
237	0.157710525
238	0.1576334061
239	0.1575901143
240	0.1573810176
241	0.1573408298
242	0.1571784072
243	0.1571384409
244	0.1570531819
245	0.1570055443
246	0.1569445922
247	0.1568006065
248	0.1567519093
249	0.156653931
250	0.1566187025
251	0.156396949
252	0.1563629795
253	0.1563269786
254	0.156260416
255	0.1561925656
256	0.1561442101
257	0.1560926669
258	0.1560592771
259	0.1560294262
260	0.1559714736
261	0.1559029559
262	0.1558737188
263	0.1556435681
264	0.1555287805
265	0.1554907309
266	0.1553422642
267	0.1553153486
268	0.1551527109
269	0.1550306287
270	0.1549669806
271	0.154940422
272	0.1546382885
273	0.1545715276
274	0.1544963156
275	0.1543189023
276	0.1542220403
277	0.1541944843
278	0.1541574131
279	0.1539572368
280	0.1539007796
281	0.153752297
282	0.1535342214
283	0.1535110619
284	0.1534464341
285	0.153416036
286	0.1533865886
287	0.1532620137
288	0.1531292761
289	0.1529488972
290	0.1529118871
291	0.1527890148
292	0.1527558547
293	0.1527332993
294	0.152701831
295	0.1526195721
296	0.1525992587
297	0.1525718482
298	0.1525088607
299	0.1524698907
300	0.1524429634
301	0.1524249129
302	0.1523947917
303	0.1521957928
304	0.1520367242
305	0.1518643153
306	0.1518363238
307	0.1516977854
308	0.1516121638
309	0.1515870384
310	0.1515633859
311	0.151521074
312	0.1514893333
313	0.1514220554
314	0.1514004267
315	0.1513171867
316	0.151173145
317	0.1511197939
318	0.1510434904
319	0.1510024474
320	0.150871505
321	0.1508584152
322	0.1508141513
323	0.1507357647
324	0.1506312743
325	0.1505117258
326	0.150459826
327	0.1504132656
328	0.1503782617
329	0.1502523083
330	0.1502324054
331	0.1500758514
332	0.1499671058
333	0.1499283583
334	0.1498700959
335	0.1497093531
336	0.1496076833
337	0.1495867965
338	0.1495190195
339	0.1494518695
340	0.1493847049
341	0.1492542058
342	0.1492038586
343	0.1491935463
344	0.1490522538
345	0.1490064123
346	0.1488611768
347	0.1487931767
348	0.1487361782
349	0.1485036992
350	0.1484714228
351	0.1483976106
352	0.1482285929
353	0.1481295953
354	0.1480741446
355	0.1480303312
356	0.1479875253
357	0.1478935937
358	0.1478088436
359	0.1477706804
360	0.1477247657
361	0.1476725679
362	0.1476152161
363	0.1474666465
364	0.1474181574
365	0.1473912628
366	0.1473328671
367	0.1472674413
368	0.1471375243
369	0.147034478
370	0.1469015605
371	0.1467954072
372	0.1467270622
373	0.1466794616
374	0.1466398418
375	0.1465984349
376	0.146542491
377	0.1465255757
378	0.1464752045
379	0.1464351516
380	0.1463891607
381	0.1463577689
382	0.1462071338
383	0.1461167916
384	0.1460517673
385	0.1459533744
386	0.1459005496
387	0.1457441249
388	0.145685214
389	0.1455432783
390	0.1455102183
391	0.1454559422
392	0.1452670388
393	0.1452315531
394	0.1451775303
395	0.1450200211
396	0.1449779474
397	0.1449614753
398	0.1448723713
399	0.1448417378
400	0.1447829909
401	0.1447537002
402	0.1447222562
403	0.1446767371
404	0.1445811446
405	0.1445568613
406	0.1445367171
407	0.1444252278
408	0.1443869456
409	0.1442284119
410	0.144159074
411	0.1441038342
412	0.1440805525
413	0.1440529308
414	0.1439728978
415	0.1439500237
416	0.1439025535
417	0.1437223295
418	0.1436339111
419	0.1435423882
420	0.1434553656
421	0.1433090521
422	0.1432820964
423	0.1431879962
424	0.1431387376
425	0.1431242095
426	0.1430817302
427	0.1430362144
428	0.1429335823
429	0.142858878
430	0.1427848777
431	0.1427620496
432	0.1427367313
433	0.1426576561
434	0.1426265496
435	0.1425434874
436	0.1424587164
437	0.1423790376
438	0.1423355682
439	0.142322781
440	0.1422423164
441	0.1420797642
442	0.1420280234
443	0.141987401
444	0.1418978034
445	0.1417666886
446	0.1416877034
447	0.141640649
448	0.1416060376
449	0.14153129
450	0.1414985682
451	0.1414797381
452	0.1413364728
453	0.1413019139
454	0.1412482099
455	0.1412274158
456	0.1412029356
457	0.141191315
458	0.141145999
459	0.1410067347
460	0.1409677317
461	0.1408804322
462	0.1407424378
463	0.1406799569
464	0.140660674
465	0.1405728711
466	0.1405191348
467	0.1403826227
468	0.140326946
469	0.1402694444
470	0.1402192049
471	0.1401428261
472	0.1400577807
473	0.1400235924
474	0.139993236
475	0.1399626129
476	0.1399438181
477	0.1399428541
478	0.1399147317
479	0.1398550151
480	0.1398535246
481	0.1397978221
482	0.1396624479
483	0.1396230847
484	0.1395855026
485	0.1394973191
486	0.1394175633
487	0.1393990453
488	0.1393519702
489	0.1393200908
490	0.1392248714
491	0.1391622132
492	0.1390986474
493	0.1390586062
494	0.1390311691
495	0.1390179829
496	0.1389909795
497	0.1389681583
498	0.1389167317
499	0.1388840575
